"","A2M-AS1.cn","A2MP1.cn","ABCC9.cn","ACRBP.cn","ACSM4.cn","ADAMTS5.cn","ADARB2.cn","AICDA.cn","AIRE.cn","AKAP3.cn","ANAPC7.cn","ANO2.cn","ANO4.cn","AP3D1.cn","AP3M1.cn","ARL5B.cn","ART4.cn","ATG12.cn","ATG5.cn","BARX2.cn","BBS7.cn","BRWD1-AS1.cn","BRWD1-IT2.cn","C12orf39.cn","C12orf42.cn","C12orf53.cn","C12orf59.cn","C12orf69.cn","C1RL-AS1.cn","C1S.cn","C21orf128.cn","C21orf15.cn","C21orf49.cn","C21orf54.cn","C21orf58.cn","C21orf62.cn","C21orf88.cn","C21orf90.cn","C21orf91-OT1.cn","C3AR1.cn","C6orf163.cn","C9orf64.cn","CACNA1C-AS1.cn","CACNA1C-AS4.cn","CACNA1C-IT3.cn","CALCA.cn","CALU.cn","CAND2.cn","CAPZA3.cn","CBR3-AS1.cn","CBS.cn","CCDC114.cn","CCNG2.cn","CD163.cn","CD163L1.cn","CD27.cn","CD27-AS1.cn","CD4.cn","CD69.cn","CD7.cn","CDKN3.cn","CELSR3.cn","CEP135.cn","CEP170.cn","CFL2.cn","CGA.cn","CHODL-AS1.cn","CIAO1.cn","CLCN3.cn","CLDN17.cn","CLDN7.cn","CLDN8.cn","CLEC12A.cn","CLEC12B.cn","CLEC1A.cn","CLEC1B.cn","CLEC2A.cn","CLEC4A.cn","CLEC4D.cn","CLEC4E.cn","CLEC6A.cn","CLEC9A.cn","CLECL1.cn","CLOCK.cn","COL18A1-AS1.cn","COL18A1-AS2.cn","COMMD8.cn","COPS4.cn","COX15.cn","CRB3.cn","CRYAA.cn","CRYZL1.cn","CTC1.cn","CWC27.cn","CYFIP1.cn","CYP2C18.cn","CYYR1.cn","D21S2088E.cn","DBF4B.cn","DCLRE1A.cn","DDX31.cn","DGKE.cn","DIP2A-IT1.cn","DNAJC28.cn","DNMT3B.cn","DNMT3L.cn","DONSON.cn","DPP9.cn","DSCAM.cn","DSCAM-AS1.cn","DSCAM-IT1.cn","DSCR10.cn","DSCR4.cn","DSCR8.cn","DSCR9.cn","EBP.cn","ECD.cn","EDNRA.cn","EFNA5.cn","EGFLAM.cn","EID3.cn","ELMO2.cn","EMILIN2.cn","EMP1.cn","ENO3.cn","EP400.cn","EPOR.cn","EPS15.cn","ERG.cn","FAM133DP.cn","FAM176C.cn","FAM35A.cn","FAM66C.cn","FAM86FP.cn","FAM90A1.cn","FBXL17.cn","FBXL2.cn","FDPS.cn","FGF23.cn","FGF6.cn","FGFR1OP.cn","FRS2.cn","FTCD.cn","G3BP2.cn","GALNT6.cn","GART.cn","GCFC1-AS1.cn","GCN1L1.cn","GJB2.cn","GJB7.cn","GNA13.cn","GNB3.cn","GNPNAT1.cn","GNPTAB.cn","GPR108.cn","GPR125.cn","GPR126.cn","GPR133.cn","GPR162.cn","GREM1.cn","GRIK1.cn","GRIK1-AS1.cn","GRIK1-AS2.cn","GRIN2B.cn","GSG1.cn","GYS2.cn","HDAC11.cn","HEATR6.cn","HMOX1.cn","HSPB11.cn","HTR1E.cn","IAPP.cn","IFFO1.cn","IFITM10.cn","IGSF5.cn","INTU.cn","IPO11.cn","IPO4.cn","IQSEC3.cn","JAM2.cn","KCNA1.cn","KCNA5.cn","KCNA6.cn","KCNE1.cn","KCNE2.cn","KCNJ6.cn","KCNJ8.cn","KIAA1109.cn","KIAA1279.cn","KIAA1462.cn","KLF6.cn","KLHL5.cn","KLRB1.cn","KLRF1.cn","KLRF2.cn","KLRG1.cn","KRTAP10-1.cn","KRTAP10-10.cn","KRTAP10-11.cn","KRTAP10-12.cn","KRTAP10-2.cn","KRTAP10-3.cn","KRTAP10-4.cn","KRTAP10-5.cn","KRTAP10-6.cn","KRTAP10-7.cn","KRTAP10-8.cn","KRTAP10-9.cn","KRTAP11-1.cn","KRTAP12-1.cn","KRTAP12-2.cn","KRTAP12-3.cn","KRTAP12-4.cn","KRTAP13-1.cn","KRTAP13-2.cn","KRTAP13-3.cn","KRTAP13-4.cn","KRTAP15-1.cn","KRTAP19-1.cn","KRTAP19-2.cn","KRTAP19-3.cn","KRTAP19-4.cn","KRTAP19-5.cn","KRTAP19-6.cn","KRTAP19-7.cn","KRTAP19-8.cn","KRTAP20-1.cn","KRTAP20-2.cn","KRTAP20-3.cn","KRTAP20-4.cn","KRTAP21-1.cn","KRTAP21-2.cn","KRTAP21-3.cn","KRTAP22-1.cn","KRTAP22-2.cn","KRTAP23-1.cn","KRTAP24-1.cn","KRTAP25-1.cn","KRTAP26-1.cn","KRTAP27-1.cn","KRTAP6-1.cn","KRTAP6-2.cn","KRTAP6-3.cn","KRTAP7-1.cn","KRTAP8-1.cn","LAG3.cn","LAMB1.cn","LAP3.cn","LCA5L.cn","LINC00111.cn","LINC00112.cn","LINC00113.cn","LINC00114.cn","LINC00159.cn","LINC00160.cn","LINC00161.cn","LINC00162.cn","LINC00163.cn","LINC00189.cn","LINC00307.cn","LINC00310.cn","LINC00313.cn","LINC00314.cn","LINC00317.cn","LINC00319.cn","LINC00323.cn","LINC00478.cn","LINC00479.cn","LINC00515.cn","LINC00612.cn","LOC100128098.cn","LOC100129027.cn","LOC100133286.cn","LOC100216001.cn","LOC100271702.cn","LOC100292680.cn","LOC100499405.cn","LOC100505746.cn","LOC100505812.cn","LOC100506334.cn","LOC100506385.cn","LOC100506393.cn","LOC100506451.cn","LOC100506930.cn","LOC100507424.cn","LOC116437.cn","LOC148145.cn","LOC282980.cn","LOC283440.cn","LOC338588.cn","LOC339622.cn","LOC389634.cn","LOC390705.cn","LOH12CR2.cn","LRRC3-AS1.cn","LRTM2.cn","LTK.cn","MANSC1.cn","MAST1.cn","MCM3AP-AS1.cn","MCMBP.cn","MED24.cn","METAP2.cn","MFAP5.cn","MGC16142.cn","MIF.cn","MIPOL1.cn","MIR125B2.cn","MIR141.cn","MIR155.cn","MIR155HG.cn","MIR200C.cn","MIR3156-3.cn","MIR3197.cn","MIR3649.cn","MIR3974.cn","MIR4327.cn","MIR4759.cn","MIR4760.cn","MIR5009.cn","MIR613.cn","MIR614.cn","MIR802.cn","MIR99A.cn","MIRLET7C.cn","MRAP.cn","MRPL50.cn","MUC2.cn","N4BP2.cn","NAT8L.cn","NCAPG.cn","NEFH.cn","NES.cn","NET1.cn","NRIP2.cn","NRTN.cn","NTF3.cn","NUP54.cn","OLIG1.cn","OLIG2.cn","OLR1.cn","OR4F5.cn","PAQR3.cn","PDE5A.cn","PDE6H.cn","PDLIM5.cn","PGAM5.cn","PHC2.cn","PHF10.cn","PIK3C2G.cn","PIM2.cn","PKD2.cn","PLAC4.cn","PLCZ1.cn","PLXNA3.cn","PNPLA6.cn","PNRC1.cn","POFUT2.cn","POLG2.cn","POLRMT.cn","POU5F1P3.cn","PPM1N.cn","PPP1CC.cn","PRMT8.cn","PTPRE.cn","PWP2.cn","PZP.cn","RAB11FIP3.cn","RAB3D.cn","RAP1B.cn","RAPGEF2.cn","RASL12.cn","RASSF7.cn","RASSF8.cn","RBM25.cn","RBPMS.cn","RERGL.cn","REST.cn","RIN2.cn","RIOK2.cn","RNF10.cn","RNF123.cn","RNPEP.cn","RPL13P5.cn","RUFY2.cn","RUNX1-IT1.cn","S100A8.cn","SACS.cn","SAMSN1.cn","SAR1A.cn","SCARNA11.cn","SFTA2.cn","SIX1.cn","SIX4.cn","SKP1P2.cn","SLC13A3.cn","SLC15A5.cn","SLC2A10.cn","SLC6A13.cn","SLCO1A2.cn","SLCO1B1.cn","SLCO1B7.cn","SLCO1C1.cn","SMARCAD1.cn","SNX33.cn","SPIC.cn","SPSB2.cn","SQRDL.cn","SSR4P1.cn","TAKR.cn","TBC1D3.cn","TBC1D3F.cn","TCEB1.cn","TCP10L.cn","TCTN1.cn","THAP6.cn","TMEM2.cn","TMEM33.cn","TMEM47.cn","TMOD3.cn","TMPRSS15.cn","TNNI3.cn","TRAM1L1.cn","TRAPPC10.cn","TSPEAR.cn","TUBG1.cn","UBASH3A.cn","ULBP2.cn","ULK3.cn","UMODL1.cn","USP32P1.cn","USP4.cn","USP53.cn","USP54.cn","VMA21.cn","VPS33A.cn","VWF.cn","WDR19.cn","WDR31.cn","YPEL1.cn","ZFAND5.cn","ZNF295-AS1.cn","ZNF503-AS1.cn","ZNF705A.cn","ZSWIM6.cn","ANAPC7.rna","AP3D1.rna","AP3M1.rna","ARL5B.rna","ATG12.rna","ATG5.rna","BARX2.rna","BBS7.rna","BOD1L.rna","BRD8.rna","C11orf24.rna","C11orf67.rna","C11orf84.rna","C21orf88.rna","C2CD3.rna","C9orf64.rna","CALCA.rna","CALU.rna","CAND2.rna","CBL.rna","CBS.rna","CCDC114.rna","CCNG2.rna","CCT7.rna","CD7.rna","CDKN3.rna","CELSR3.rna","CEP135.rna","CEP170.rna","CFL2.rna","CIAO1.rna","CLCN3.rna","CLDN7.rna","CLOCK.rna","COMMD8.rna","COPS4.rna","COX15.rna","CRB3.rna","CSNK2A2.rna","CTC1.rna","CWC27.rna","CYFIP1.rna","CYP2C18.rna","DBF4B.rna","DCLRE1A.rna","DDX31.rna","DES.rna","DGKE.rna","DNMT3B.rna","DPP9.rna","DTNB.rna","DTWD2.rna","EBP.rna","ECD.rna","EDNRA.rna","EFNA5.rna","EFR3B.rna","EGFLAM.rna","ELMO2.rna","EMILIN2.rna","EMP1.rna","ENO3.rna","EP400.rna","EPAS1.rna","EPOR.rna","EPS15.rna","FAM114A2.rna","FAM35A.rna","FBXL17.rna","FBXL2.rna","FDPS.rna","FGFR1OP.rna","FHOD1.rna","FRS2.rna","G3BP2.rna","GALNT6.rna","GART.rna","GCFC2.rna","GCN1L1.rna","GJB2.rna","GNA13.rna","GNPNAT1.rna","GNPTAB.rna","GPR108.rna","GPR125.rna","GPR126.rna","GPR172A.rna","GREM1.rna","HDAC11.rna","HEATR6.rna","HMBS.rna","HMOX1.rna","HSD17B4.rna","HSD17B6.rna","HSPB11.rna","IFFO1.rna","IFITM10.rna","IKZF2.rna","IKZF4.rna","INTU.rna","IPO11.rna","IPO4.rna","KIAA1109.rna","KIAA1279.rna","KLF6.rna","KLHL5.rna","KPNB1.rna","KRTCAP3.rna","LAMB1.rna","LAP3.rna","LCA5L.rna","LOC100128098.rna","LOC100292680.rna","LOC100505812.rna","LOC100506451.rna","LOC100506844.rna","LOC100506930.rna","LTK.rna","MAML1.rna","MANSC1.rna","MARVELD3.rna","MAST1.rna","MCMBP.rna","MED24.rna","METAP2.rna","MIF.rna","MIPOL1.rna","MLL.rna","MLPH.rna","MRPL50.rna","MT3.rna","MUC2.rna","N4BP2.rna","NAT8L.rna","NCAPG.rna","NCKAP1.rna","NEFH.rna","NES.rna","NET1.rna","NRTN.rna","NUP54.rna","OLIG1.rna","PAPD5.rna","PAQR3.rna","PDE5A.rna","PDLIM5.rna","PER2.rna","PGAM5.rna","PHC2.rna","PHF10.rna","PIM2.rna","PKD2.rna","PKP4.rna","PLEKHG4.rna","PLXNA3.rna","PNPLA6.rna","PNRC1.rna","POFUT2.rna","POLG2.rna","POLRMT.rna","PPM1N.rna","PPP1CC.rna","PRDM4.rna","PRSS30P.rna","PTPRE.rna","PWP1.rna","PWP2.rna","RAB11FIP3.rna","RAB3D.rna","RAP1B.rna","RAPGEF2.rna","RASL12.rna","RASSF7.rna","RASSF8.rna","RBM25.rna","RBPMS.rna","REST.rna","RIN2.rna","RIOK2.rna","RNF10.rna","RNF123.rna","RNPEP.rna","RSF1.rna","RUFY2.rna","S100A8.rna","SACS.rna","SAR1A.rna","SENP1.rna","SFPQ.rna","SFTA2.rna","SIX1.rna","SIX3.rna","SIX4.rna","SLC13A3.rna","SLC2A10.rna","SLC9A5.rna","SMARCAD1.rna","SMARCAL1.rna","SNX33.rna","SQRDL.rna","STARD10.rna","STK36.rna","TCEB1.rna","TCTN1.rna","THAP6.rna","THY1.rna","TMED9.rna","TMEM2.rna","TMEM33.rna","TMEM47.rna","TMOD3.rna","TNNI3.rna","TRAM1L1.rna","TRAPPC10.rna","TRMT61B.rna","TTC27.rna","TUBG1.rna","ULBP2.rna","ULK3.rna","UNKL.rna","USP32P1.rna","USP35.rna","USP4.rna","USP53.rna","USP54.rna","VMA21.rna","VPS11.rna","VPS33A.rna","WDR19.rna","WDR31.rna","WDR74.rna","YPEL1.rna","ZFAND5.rna","ZNF503-AS1.rna","ZSWIM6.rna","C21orf58.mut","EP400.mut"
"88",3.25,3.25,3.36,3.48,3.48,1.11,1.22,3.25,1.3,3.48,3.01,3.48,2.17,1.73,1.57,0.95,3.36,1.55,2.99,1.73,1.57,1.2,1.2,3.36,2.22,3.48,3.25,3.36,3.48,3.48,1.2,0.33,1.11,1.11,1.3,1.11,1.2,1.3,1.1,3.34,1.65,1.6,3.89,3.89,3.89,1.62,2.64,2.28,3.36,1.15,1.2,3.05,1.55,3.48,3.48,3.48,3.48,3.48,3.25,1.95,1.6,1.57,1.57,2.33,1.38,1.65,1.1,2.58,0.77,1.11,1.58,1.11,3.25,3.25,3.25,3.25,3.25,3.34,3.25,3.25,3.25,3.25,3.25,1.57,1.3,1.3,1.53,1.55,1.58,1.56,1.2,1.11,1.58,4.72,2.27,1.58,1.06,1.06,1.68,1.65,1.74,1.6,1.3,1.11,3.27,1.3,1.11,1.73,1.2,1.2,1.2,1.15,1.15,1.15,1.15,1.41,1.57,1.52,1.54,4.53,2.22,3.46,1.55,3.36,1.58,4.56,1.57,2.31,1.15,2.81,1.11,1.55,4.96,4.96,4.96,1.54,1.65,6.41,3.48,3.48,2,2.33,1.3,1.55,1.43,1.11,1.11,2.87,2.43,1.65,1.66,3.48,1.6,2.04,1.56,1.58,3.32,4.41,3.48,2.46,1.11,1.11,1.11,3.36,3.36,3.36,1.87,1.6,1.72,2.31,1.65,3.36,3.48,2.07,1.2,1.57,3.01,2.45,3.73,1.06,3.48,3.48,3.48,1.15,1.15,1.15,3.36,1.57,1.49,1.69,1.02,1.54,3.25,3.25,3.25,3.25,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.11,1.3,1.3,1.3,1.3,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,3.48,2.69,1.58,1.2,1.2,1.2,1.11,1.15,1.11,1.15,1.11,1.3,1.3,1.11,1.11,1.15,1.3,1.11,1.06,1.3,1.2,1.1,1.2,1.06,3.25,0.95,1.3,1.15,1.02,3.89,3.14,3.25,1.3,3.05,1.11,1.15,3.36,3.29,2.93,3.89,4.76,3.23,1.02,3.89,1.02,1.06,3.23,1.95,3.36,1.3,3.89,2.38,3.36,1.57,1.3,1.65,1.66,2.17,3.25,2.81,2.87,1.57,1.1,3.48,1.06,1.06,3.48,1.6,1.2,3.14,3.36,1.11,1.11,1.2,1.11,3.36,3.36,1.15,1.1,1.1,1.11,1.6,2,1.53,1.8,1.58,1.62,7.26,1.02,3.89,1.56,3.48,1.55,1.11,1.11,3.25,1.35,1.55,1.57,3.36,1.54,4.56,0.9,2,3.36,1.41,1.58,1.2,3.36,2.17,1.56,1.65,1.3,1.66,2.13,3.34,3.05,3.01,3.48,1.8,1.3,3.25,2.79,1.57,2.33,1.56,2.45,2,3.29,1.6,1.55,3.36,1.57,3.51,1.55,2.87,1.57,2.6,3.48,1.52,1.15,6.59,2.45,1.1,1.83,3.48,2.31,1.6,1.6,3.36,3.46,3.36,3.46,3.73,3.36,3.36,3.36,3.36,1.54,1.79,1.73,3.48,2.3,1.3,1.02,1.64,1.64,1.6,1.11,3.01,1.55,1.54,1.53,1.39,2.45,1.1,3.12,1.57,1.3,1.3,1.68,1.2,1.75,1.79,1.2,3.51,1.57,1.57,1.57,1.53,3.41,3.48,1.53,1.6,1.73,1.54,1.2,1.57,3.34,3.01,56.19,32.48,18.2,7.48,11.49,21.91,7.11,5.17,2.77,25.02,22.54,18.89,22.43,0.08,3.63,8.11,0.89,170.27,5.6,4.19,1.32,1.41,26.57,170.46,9.93,21.07,2.01,4.92,10.26,27.73,52.92,5.93,0,3.41,12.86,26.17,7.69,0.23,17.16,3.25,23.21,44.63,0.03,4.76,6.24,7.28,2.6,1.64,4.42,16.26,4.84,2.82,53.54,22.66,4.51,2.23,2.7,13.7,20.07,2.47,28.82,1.37,15.76,14.21,3.55,15.15,5.19,15.86,9.09,2.1,194.31,10.25,7.89,9.4,53.84,2.81,31.13,13.15,32.89,50.83,21.87,11.14,13.7,14.5,14.95,10.1,51.49,0.12,2.78,6.92,16.33,23.15,29.7,0.28,26.95,0.36,0.75,1.12,2.12,2.29,16.62,48.7,3.79,10.85,10.64,10.93,68.16,0,75.93,24.4,0.34,1.96,0.09,3.58,8.59,5.6,16.51,0.52,22.26,121.66,0,2.57,22.78,18.35,52.37,1488.24,1.15,2.69,0.75,23.77,0.74,0.02,3.94,0.5,10.88,75.13,1.08,31.22,25.78,2.52,19.92,0.02,2.94,12.21,0.87,12.75,3.06,120.75,26.59,25.21,10.85,11.8,19.46,6.6,10.66,6.33,30.28,21.15,9.83,21.55,0.07,224.76,16.47,0,3.34,65.33,6.84,12.06,12.43,95.91,3.44,10.7,10.8,35.71,18.16,42.28,9.46,19.41,6.54,52.87,6.83,25.67,4.37,2.52,13.79,8.62,50.55,16.51,163.62,0.06,4.63,0.77,2.35,0,8.04,0.56,18.47,7.79,7.52,9.75,13.56,10,28.02,27.74,3.83,10.36,222.56,18.6,15.1,5.43,21.66,3.44,2.11,4.27,12.73,8.8,27.23,2.95,14.36,12.26,8.62,2.71,11.8,2.75,4.86,51.68,11.46,59.84,5.71,0.29,40.71,1.65,32.32,0.32,3.92,0,0
"89",3.25,3.25,3.36,3.48,3.48,1.11,1.22,3.25,1.3,3.48,3.01,3.48,2.17,1.73,1.57,0.95,3.36,1.55,2.99,1.73,1.57,1.2,1.2,3.36,2.22,3.48,3.25,3.36,3.48,3.48,1.2,0.33,1.11,1.11,1.3,1.11,1.2,1.3,1.1,3.34,1.65,1.6,3.89,3.89,3.89,1.62,2.64,2.28,3.36,1.15,1.2,3.05,1.55,3.48,3.48,3.48,3.48,3.48,3.25,1.95,1.6,1.57,1.57,2.33,1.38,1.65,1.1,2.58,0.77,1.11,1.58,1.11,3.25,3.25,3.25,3.25,3.25,3.34,3.25,3.25,3.25,3.25,3.25,1.57,1.3,1.3,1.53,1.55,1.58,1.56,1.2,1.11,1.58,4.72,2.27,1.58,1.06,1.06,1.68,1.65,1.74,1.6,1.3,1.11,3.27,1.3,1.11,1.73,1.2,1.2,1.2,1.15,1.15,1.15,1.15,1.41,1.57,1.52,1.54,4.53,2.22,3.46,1.55,3.36,1.58,4.56,1.57,2.31,1.15,2.81,1.11,1.55,4.96,4.96,4.96,1.54,1.65,6.41,3.48,3.48,2,2.33,1.3,1.55,1.43,1.11,1.11,2.87,2.43,1.65,1.66,3.48,1.6,2.04,1.56,1.58,3.32,4.41,3.48,2.46,1.11,1.11,1.11,3.36,3.36,3.36,1.87,1.6,1.72,2.31,1.65,3.36,3.48,2.07,1.2,1.57,3.01,2.45,3.73,1.06,3.48,3.48,3.48,1.15,1.15,1.15,3.36,1.57,1.49,1.69,1.02,1.54,3.25,3.25,3.25,3.25,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.11,1.3,1.3,1.3,1.3,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,3.48,2.69,1.58,1.2,1.2,1.2,1.11,1.15,1.11,1.15,1.11,1.3,1.3,1.11,1.11,1.15,1.3,1.11,1.06,1.3,1.2,1.1,1.2,1.06,3.25,0.95,1.3,1.15,1.02,3.89,3.14,3.25,1.3,3.05,1.11,1.15,3.36,3.29,2.93,3.89,4.76,3.23,1.02,3.89,1.02,1.06,3.23,1.95,3.36,1.3,3.89,2.38,3.36,1.57,1.3,1.65,1.66,2.17,3.25,2.81,2.87,1.57,1.1,3.48,1.06,1.06,3.48,1.6,1.2,3.14,3.36,1.11,1.11,1.2,1.11,3.36,3.36,1.15,1.1,1.1,1.11,1.6,2,1.53,1.8,1.58,1.62,7.26,1.02,3.89,1.56,3.48,1.55,1.11,1.11,3.25,1.35,1.55,1.57,3.36,1.54,4.56,0.9,2,3.36,1.41,1.58,1.2,3.36,2.17,1.56,1.65,1.3,1.66,2.13,3.34,3.05,3.01,3.48,1.8,1.3,3.25,2.79,1.57,2.33,1.56,2.45,2,3.29,1.6,1.55,3.36,1.57,3.51,1.55,2.87,1.57,2.6,3.48,1.52,1.15,6.59,2.45,1.1,1.83,3.48,2.31,1.6,1.6,3.36,3.46,3.36,3.46,3.73,3.36,3.36,3.36,3.36,1.54,1.79,1.73,3.48,2.3,1.3,1.02,1.64,1.64,1.6,1.11,3.01,1.55,1.54,1.53,1.39,2.45,1.1,3.12,1.57,1.3,1.3,1.68,1.2,1.75,1.79,1.2,3.51,1.57,1.57,1.57,1.53,3.41,3.48,1.53,1.6,1.73,1.54,1.2,1.57,3.34,3.01,56.19,32.48,18.2,7.48,11.49,21.91,7.11,5.17,2.77,25.02,22.54,18.89,22.43,0.08,3.63,8.11,0.89,170.27,5.6,4.19,1.32,1.41,26.57,170.46,9.93,21.07,2.01,4.92,10.26,27.73,52.92,5.93,0,3.41,12.86,26.17,7.69,0.23,17.16,3.25,23.21,44.63,0.03,4.76,6.24,7.28,2.6,1.64,4.42,16.26,4.84,2.82,53.54,22.66,4.51,2.23,2.7,13.7,20.07,2.47,28.82,1.37,15.76,14.21,3.55,15.15,5.19,15.86,9.09,2.1,194.31,10.25,7.89,9.4,53.84,2.81,31.13,13.15,32.89,50.83,21.87,11.14,13.7,14.5,14.95,10.1,51.49,0.12,2.78,6.92,16.33,23.15,29.7,0.28,26.95,0.36,0.75,1.12,2.12,2.29,16.62,48.7,3.79,10.85,10.64,10.93,68.16,0,75.93,24.4,0.34,1.96,0.09,3.58,8.59,5.6,16.51,0.52,22.26,121.66,0,2.57,22.78,18.35,52.37,1488.24,1.15,2.69,0.75,23.77,0.74,0.02,3.94,0.5,10.88,75.13,1.08,31.22,25.78,2.52,19.92,0.02,2.94,12.21,0.87,12.75,3.06,120.75,26.59,25.21,10.85,11.8,19.46,6.6,10.66,6.33,30.28,21.15,9.83,21.55,0.07,224.76,16.47,0,3.34,65.33,6.84,12.06,12.43,95.91,3.44,10.7,10.8,35.71,18.16,42.28,9.46,19.41,6.54,52.87,6.83,25.67,4.37,2.52,13.79,8.62,50.55,16.51,163.62,0.06,4.63,0.77,2.35,0,8.04,0.56,18.47,7.79,7.52,9.75,13.56,10,28.02,27.74,3.83,10.36,222.56,18.6,15.1,5.43,21.66,3.44,2.11,4.27,12.73,8.8,27.23,2.95,14.36,12.26,8.62,2.71,11.8,2.75,4.86,51.68,11.46,59.84,5.71,0.29,40.71,1.65,32.32,0.32,3.92,0,0
