"feat1","feat2","feat3","feat4","feat5","feat6","feat7"
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
0.989394962788,0.951275289059,0.554675936699,0.989193856716,-0.985705316067,-0.914818227291,0.91677325964
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
-0.930350959301,0.971822798252,-0.933598399162,-0.937716543674,-0.956387877464,0.944632947445,-0.952445805073
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.876217365265,0.972118139267,0.939022362232,0.902996659279,-0.809138894081,0.915270328522,-0.0305296648294
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
0.931285321712,-0.943791687489,0.94166713953,-0.950818538666,0.908595502377,0.998788058758,0.970671653748
