"","AASDH.cn","ABCE1.cn","ACACB.cn","ACTBL2.cn","ADAT3.cn","AGPAT2.cn","AKT2.cn","AMD1.cn","ANGPTL2.cn","ANKRD17.cn","AP3B2.cn","AP3S1.cn","APLP1.cn","ARHGAP24.cn","ARHGAP28.cn","ARHGAP32.cn","ARHGAP8.cn","ARNT2.cn","ASCC1.cn","ATP5SL.cn","ATP8B2.cn","B4GALT4.cn","BASP1.cn","BEST2.cn","BICC1.cn","BIVM-ERCC5.cn","BNC2.cn","C17orf81.cn","C18orf42.cn","C19orf25.cn","C19orf42.cn","C1QTNF3.cn","C3orf78.cn","C5orf64.cn","C9orf123.cn","C9orf57.cn","C9orf69.cn","CA13.cn","CACNA1A.cn","CACNA2D1.cn","CAPN6.cn","CAPZA2.cn","CBLL1.cn","CCAR1.cn","CCDC159.cn","CCDC168.cn","CCDC57.cn","CCDC80.cn","CCDC85C.cn","CD3EAP.cn","CD46.cn","CDHR5.cn","CEND1.cn","CEP76.cn","CHMP4C.cn","CHST12.cn","CIB3.cn","CIDEA.cn","CLOCK.cn","CMPK1.cn","COL12A1.cn","COL1A1.cn","COL1A2.cn","COL4A2-AS1.cn","CRB3.cn","CTCFL.cn","CTDNEP1.cn","CXorf57.cn","CYP39A1.cn","CYP4F2.cn","CYP4F24P.cn","DACT1.cn","DAND5.cn","DCN.cn","DCP2.cn","DDR2.cn","DENND4A.cn","DENND5A.cn","DHRS1.cn","DKK3.cn","DNM2.cn","DNTTIP2.cn","DPY19L1.cn","DRAM2.cn","DTX2.cn","EAF2.cn","EBF4.cn","EDF1.cn","EFNA1.cn","EIF4E.cn","ELAVL3.cn","ENDOG.cn","ENPP1.cn","EPHA1.cn","EPHA3.cn","ERLIN2.cn","ESRP1.cn","ETHE1.cn","ETS2.cn","EVI5.cn","EXTL2.cn","F2RL2.cn","FAM155A.cn","FAM19A5.cn","FAM32A.cn","FAM84B.cn","FANK1.cn","FBN1.cn","FBXL12.cn","FBXL7.cn","FBXW5.cn","FBXW8.cn","FDX1L.cn","FERMT2.cn","FHL1.cn","FITM2.cn","FLJ25328.cn","FLJ42709.cn","FLNC.cn","FMNL3.cn","FPGS.cn","FTSJ2.cn","GALT.cn","GAPT.cn","GARNL3.cn","GAS6-AS1.cn","GJA1.cn","GLMN.cn","GLUD1.cn","GNAI1.cn","GNPNAT1.cn","GOLIM4.cn","GPC6.cn","GPC6-AS2.cn","GPN3.cn","GPR176.cn","GPX8.cn","GRSF1.cn","GTF2E1.cn","HBXIP.cn","HDAC9.cn","HECTD2.cn","HLA-DMA.cn","HMCN1.cn","HOOK1.cn","HOOK2.cn","HSD17B8.cn","HTR1A.cn","ICA1.cn","IFITM5.cn","IKBKB.cn","IL12RB1.cn","IL13RA2.cn","ING1.cn","ING3.cn","INPP5F.cn","INTS1.cn","IPMK.cn","IPO9.cn","JAZF1.cn","KCNN1.cn","KDELC1.cn","KIAA1522.cn","KITLG.cn","KLF1.cn","KLF16.cn","KPNA1.cn","KRT10.cn","LACTB.cn","LAMA4.cn","LENG8.cn","LHPP.cn","LIG1.cn","LIMK1.cn","LINC00353.cn","LINC00359.cn","LINC00559.cn","LINC00565.cn","LLGL2.cn","LOC100127983.cn","LOC100129034.cn","LOC100288122.cn","LOC100506394.cn","LOC100507244.cn","LOC100507299.cn","LOC126536.cn","LOC390705.cn","LOC643837.cn","LOC645355.cn","LOC729264.cn","LRRC17.cn","LRRC58.cn","LRRC70.cn","LUM.cn","LYRM4.cn","LYSMD3.cn","MAGEA11.cn","MAGEA3.cn","MAGEA6.cn","MAL2.cn","MANF.cn","MBLAC2.cn","MCMBP.cn","MED29.cn","MEOX2.cn","METTL21C.cn","METTL21CP1.cn","METTL2B.cn","MIR1270-1.cn","MIR1270-2.cn","MIR204.cn","MIR210.cn","MIR23A.cn","MIR24-2.cn","MIR27A.cn","MIR3170.cn","MIR3976.cn","MIR4283-2.cn","MIR4526.cn","MIR5190.cn","MIR548AS.cn","MIR622.cn","MIR641.cn","MMP11.cn","MOCS3.cn","MOSPD2.cn","MPDU1.cn","MRPL41.cn","MRS2.cn","MXRA5.cn","MYO16.cn","MYO16-AS1.cn","N6AMT2.cn","NDUFA1.cn","NEBL.cn","NFIB.cn","NIPAL1.cn","NIPAL2.cn","NLRP6.cn","NPR2.cn","NRIP1.cn","NS3BP.cn","NUDT12.cn","OAZ1.cn","ODF3.cn","ODZ2.cn","ODZ3.cn","OGN.cn","OLFML2B.cn","OLFML3.cn","OR10H1.cn","OR10H2.cn","OR10H3.cn","OR10H4.cn","OR10H5.cn","OR52N1.cn","OXR1.cn","P4HTM.cn","PAF1.cn","PALM.cn","PARP10.cn","PARP8.cn","PCBD1.cn","PCGF6.cn","PCOLCE.cn","PDIA5.cn","PEX1.cn","PEX11G.cn","PFAS.cn","PHTF2.cn","PIN1.cn","PIP4K2A.cn","PLAC8.cn","PLAUR.cn","PLXNA3.cn","POLR2B.cn","POM121C.cn","POSTN.cn","PPFIBP1.cn","PPP1R13B.cn","PPP1R1B.cn","PPTC7.cn","PRKCA.cn","PRLR.cn","PSMC2.cn","PSMC4.cn","PSMD8.cn","PTN.cn","PURB.cn","PWWP2B.cn","RABEP1.cn","RAD51B.cn","RASSF9.cn","RHPN1.cn","RIC8A.cn","RNF113B.cn","RNF175.cn","RPAP2.cn","RPL36A-HNRNPH2.cn","RPL7L1.cn","RPRD1A.cn","RPS6KA1.cn","RPTOR.cn","RRM1.cn","RRM2B.cn","RSBN1L.cn","RTTN.cn","S100A6.cn","SACS.cn","SCP2.cn","SCT.cn","SEC23A.cn","SEC61G.cn","SELK.cn","SEMA3A.cn","SGSH.cn","SIRT3.cn","SLC10A2.cn","SLC15A4.cn","SLC1A6.cn","SLC2A8.cn","SLC35A3.cn","SLC35B4.cn","SLC35E2B.cn","SLC38A6.cn","SLC5A5.cn","SLC6A10P.cn","SMPDL3B.cn","SMS.cn","SNORA68.cn","SNORD41.cn","SNRNP40.cn","SOX21.cn","SPCS1.cn","SPIB.cn","SRP72.cn","SRPX.cn","SSNA1.cn","SSR3.cn","STARD5.cn","STXBP5.cn","SV2A.cn","SVIP.cn","SYCE2.cn","TALDO1.cn","TCF4.cn","TCTN1.cn","TCTN3.cn","TDRD12.cn","TEN1-CDK3.cn","TEX29.cn","TEX30.cn","THBS2.cn","TIPIN.cn","TJP2.cn","TMC4.cn","TMCC3.cn","TMCO4.cn","TMED7.cn","TMEM106A.cn","TMEM200A.cn","TMEM200C.cn","TMEM238.cn","TMEM33.cn","TMEM44.cn","TMTC4.cn","TNFRSF19.cn","TOMM70A.cn","TP53TG1.cn","TPR.cn","TRAF2.cn","TRIM23.cn","TRPM2.cn","TRPM3.cn","TRPM4.cn","TRUB1.cn","TSHR.cn","TSPAN14.cn","TSPAN4.cn","TTC9B.cn","UBAC1.cn","UEVLD.cn","UNC13B.cn","UQCR11.cn","URM1.cn","UROS.cn","VMP1.cn","WDR13.cn","WDR34.cn","WDR83.cn","WIPI2.cn","YIF1B.cn","YIPF3.cn","ZC3HAV1L.cn","ZCCHC24.cn","ZDHHC12.cn","ZEB1.cn","ZFP36.cn","ZFYVE21.cn","ZNF107.cn","ZNF138.cn","ZNF146.cn","ZNF169.cn","ZNF224.cn","ZNF236.cn","ZNF295.cn","ZNF442.cn","ZNF491.cn","ZNF503-AS2.cn","ZNF507.cn","ZNF546.cn","ZNF563.cn","ZNF625.cn","ZNF625-ZNF20.cn","ZNF680.cn","ZNF709.cn","ZNF746.cn","ZNF763.cn","ZNF788.cn","ZNF800.cn","ZNF823.cn","ZNF833P.cn","ZNF878.cn","ZNF880.cn","AASDH.rna","ABCE1.rna","ACACB.rna","ADAM23.rna","ADAT3.rna","ADD2.rna","ADPRHL2.rna","AGPAT2.rna","AKT2.rna","AMD1.rna","ANGPTL2.rna","ANKRD17.rna","AP3B2.rna","AP3S1.rna","APLP1.rna","ARHGAP24.rna","ARHGAP28.rna","ARHGAP32.rna","ARHGAP8.rna","ARNT2.rna","ARRB1.rna","ASCC1.rna","ASF1B.rna","ATP5SL.rna","ATP8B2.rna","B4GALT4.rna","BASP1.rna","BEND5.rna","BICC1.rna","BNC2.rna","C11orf46.rna","C12orf75.rna","C16orf58.rna","C16orf95.rna","C17orf81.rna","C19orf25.rna","C19orf42.rna","C1D.rna","C1QTNF3.rna","C20orf29.rna","C2orf69.rna","C3orf78.rna","C7orf58.rna","C8orf55.rna","C9orf123.rna","C9orf69.rna","CA13.rna","CACNA2D1.rna","CAP1.rna","CAPN6.rna","CAPRIN1.rna","CAPZA2.rna","CBLL1.rna","CCAR1.rna","CCDC159.rna","CCDC57.rna","CCDC64B.rna","CCDC80.rna","CCDC85C.rna","CD3EAP.rna","CD46.rna","CDH11.rna","CDHR5.rna","CEP76.rna","CHMP4C.rna","CHST12.rna","CHST6.rna","CLOCK.rna","CMPK1.rna","COA5.rna","COL12A1.rna","COL1A1.rna","COL1A2.rna","COL3A1.rna","COL5A2.rna","COL6A3.rna","CPT2.rna","CRB3.rna","CTCFL.rna","CTDNEP1.rna","CXorf57.rna","CYP26B1.rna","CYP39A1.rna","CYP4F2.rna","DACT1.rna","DCN.rna","DCP2.rna","DDR2.rna","DENND4A.rna","DENND5A.rna","DEXI.rna","DHRS1.rna","DKK3.rna","DNM2.rna","DNTTIP2.rna","DOCK10.rna","DPY19L1.rna","DRAM2.rna","DTX2.rna","EAF2.rna","EBF4.rna","EDF1.rna","EFNA1.rna","EIF4E.rna","EMILIN1.rna","ENDOG.rna","ENPP1.rna","EPHA1.rna","EPHA3.rna","ERLIN2.rna","ESRP1.rna","ETHE1.rna","ETS2.rna","EVI5.rna","EXTL2.rna","F2RL2.rna","FAM100A.rna","FAM19A5.rna","FAM32A.rna","FAM84B.rna","FANK1.rna","FBN1.rna","FBN2.rna","FBXL12.rna","FBXL7.rna","FBXW5.rna","FBXW8.rna","FDX1L.rna","FERMT2.rna","FHL1.rna","FITM2.rna","FLJ42709.rna","FLNC.rna","FMNL3.rna","FPGS.rna","FTSJ2.rna","FZD2.rna","GALNT3.rna","GALT.rna","GARNL3.rna","GCC2.rna","GJA1.rna","GLMN.rna","GLUD1.rna","GMCL1.rna","GNAI1.rna","GNPNAT1.rna","GOLIM4.rna","GPC6.rna","GPN3.rna","GPR176.rna","GPX8.rna","GRSF1.rna","GTF2E1.rna","HBXIP.rna","HDAC9.rna","HECTD2.rna","HECTD3.rna","HLA-DMA.rna","HMCN1.rna","HOOK1.rna","HOOK2.rna","HOXD10.rna","HOXD11.rna","HSD17B8.rna","ICA1.rna","IKBKB.rna","IL13RA2.rna","ING1.rna","ING3.rna","INPP5F.rna","INTS1.rna","IPMK.rna","IPO9.rna","JAZF1.rna","KAT8.rna","KCTD18.rna","KIAA1522.rna","KITLG.rna","KLF16.rna","KLHL26.rna","KLHL36.rna","KPNA1.rna","KRT10.rna","LACTB.rna","LAMA4.rna","LDLRAD3.rna","LENG8.rna","LHPP.rna","LIG1.rna","LIMK1.rna","LLGL2.rna","LOC100127983.rna","LOC100129034.rna","LOC643837.rna","LOX.rna","LRRC17.rna","LRRC58.rna","LUM.rna","LYPD6B.rna","LYRM4.rna","LYSMD3.rna","MAGEA11.rna","MAGEA3.rna","MAGEA6.rna","MAL2.rna","MANF.rna","MBLAC2.rna","MCMBP.rna","MED29.rna","MEOX2.rna","METTL2B.rna","MMP11.rna","MOCS3.rna","MOSPD2.rna","MPDU1.rna","MRPL41.rna","MRS2.rna","MTCH2.rna","MXRA5.rna","N6AMT2.rna","NDUFA1.rna","NEBL.rna","NETO2.rna","NFIB.rna","NIPAL1.rna","NIPAL2.rna","NPR2.rna","NRIP1.rna","NUDT12.rna","OAZ1.rna","ODZ2.rna","ODZ3.rna","OGN.rna","OLFML2B.rna","OLFML3.rna","OXR1.rna","P4HTM.rna","PACS1.rna","PAF1.rna","PALM.rna","PAM16.rna","PARP10.rna","PARP8.rna","PCBD1.rna","PCGF6.rna","PCOLCE.rna","PDIA5.rna","PEX1.rna","PEX11G.rna","PFAS.rna","PHTF2.rna","PIN1.rna","PIP4K2A.rna","PLAC8.rna","PLAUR.rna","PLXNA3.rna","PMM2.rna","PNKD.rna","POLR2B.rna","POM121C.rna","POSTN.rna","PPFIBP1.rna","PPP1R13B.rna","PPP1R1B.rna","PPTC7.rna","PRDM4.rna","PRKCA.rna","PRKRA.rna","PRLR.rna","PRRC1.rna","PRSS56.rna","PSMC2.rna","PSMC4.rna","PSMD8.rna","PTN.rna","PURB.rna","PWWP2B.rna","RAB5B.rna","RABEP1.rna","RABL2A.rna","RAD51B.rna","RASSF9.rna","RHBDF1.rna","RHPN1.rna","RIC8A.rna","RNF103.rna","RNF11.rna","RNF149.rna","RNF175.rna","RPAP2.rna","RPL36A-HNRNPH2.rna","RPL7L1.rna","RPRD1A.rna","RPS6KA1.rna","RPTOR.rna","RQCD1.rna","RRM1.rna","RRM2B.rna","RSBN1L.rna","RTCD1.rna","RTTN.rna","S100A6.rna","SACS.rna","SCP2.rna","SCT.rna","SEC23A.rna","SEC61G.rna","SELK.rna","SEMA3A.rna","SGCD.rna","SGSH.rna","SLC15A4.rna","SLC2A8.rna","SLC35A3.rna","SLC35B4.rna","SLC35E2B.rna","SLC35F5.rna","SLC38A6.rna","SMC6.rna","SMPDL3B.rna","SMS.rna","SNRNP40.rna","SOX21.rna","SPCS1.rna","SPIB.rna","SRP72.rna","SRPX.rna","SSNA1.rna","SSR3.rna","ST3GAL2.rna","STARD5.rna","STXBP5.rna","SV2A.rna","SVIP.rna","TALDO1.rna","TCF4.rna","TCTN1.rna","TCTN3.rna","TDRD12.rna","TEN1-CDK3.rna","THBS2.rna","TIPIN.rna","TJP2.rna","TMC4.rna","TMCC3.rna","TMCO4.rna","TMED7.rna","TMED9.rna","TMEM106A.rna","TMEM125.rna","TMEM200A.rna","TMEM238.rna","TMEM33.rna","TMEM44.rna","TMEM87B.rna","TMTC4.rna","TNFRSF19.rna","TOMM70A.rna","TP53TG1.rna","TPR.rna","TRAF2.rna","TRIM23.rna","TRPM2.rna","TRPM4.rna","TRUB1.rna","TSPAN14.rna","TSPAN4.rna","UBAC1.rna","UBXN4.rna","UEVLD.rna","UNC13B.rna","UNC50.rna","UQCR11.rna","URM1.rna","UROS.rna","VMP1.rna","WDR13.rna","WDR34.rna","WIPI2.rna","YIF1B.rna","YIPF3.rna","ZC3HAV1L.rna","ZCCHC24.rna","ZDHHC12.rna","ZEB1.rna","ZFP36.rna","ZFP91.rna","ZFYVE21.rna","ZMPSTE24.rna","ZMYM1.rna","ZNF107.rna","ZNF138.rna","ZNF146.rna","ZNF169.rna","ZNF224.rna","ZNF236.rna","ZNF295.rna","ZNF503-AS2.rna","ZNF507.rna","ZNF680.rna","ZNF746.rna","ZNF778.rna","ZNF800.rna","ZNF823.rna","ZNF880.rna","FAM84B.mut","INTS1.mut","PARP10.mut","RHPN1.mut"
"1",1.87,1.83,1.72,1.01,1.84,1.95,3.43,2.73,1.79,1.85,1.79,1.85,3.43,1.8,1.82,1.88,1.93,1.77,2.71,3.43,2.66,4.72,3.92,3.92,2.91,5.74,1.8,1.68,1.82,1.84,4.11,2.83,1.79,0.96,3.89,1.82,1.95,1.85,3.92,2.13,1.13,1.14,1.12,2.71,3.92,5.74,1.88,4.72,1.85,3.43,3.48,3.61,3.73,1.82,1.85,3.53,4.11,1.82,1.87,2.73,1.84,3.48,1.99,5.86,1.61,1.97,1.68,1.13,3.73,4.11,4.11,1.74,3.92,4,1.85,2.66,1.74,3.61,1.79,3.68,3.92,3.94,3.53,3.71,1.78,3.73,1.82,1.95,2.66,1.84,3.92,1.79,2.85,3.05,2.73,1.75,1.95,3.43,3.78,3.05,3.76,0.94,6.06,1.93,4.11,3.71,2.19,1.74,1.61,3.92,1.95,1.72,1.61,1.75,1.13,1.78,4.11,0.96,2.64,1.71,1.79,3.53,1.68,0.96,1.79,5.86,2.93,3.05,2.77,2.13,1.75,2.81,5.7,5.7,1.72,1.83,0.94,1.4,3.25,3.81,3.58,2.77,3.63,2.71,3.76,3.92,3.63,0.96,3.53,3.61,1.88,3.43,1.13,5.86,3.18,2.06,3.53,2.91,3.48,3.63,3.43,5.74,2.64,4,3.92,1.84,3.73,1.69,1.74,2.73,2.43,2.19,2.43,1.78,3.94,5.74,3.94,5.86,1.82,1.85,1.79,1.82,5.86,1.82,1.82,4.11,1.57,3.94,1.82,1.68,1.06,4.72,0.96,4,2.81,0.96,1.16,1.16,1.16,2.95,1.67,0.96,2.06,3.43,3.58,5.74,5.74,2.64,3.43,3.43,1.82,3.61,3.92,3.92,3.92,5.74,1.82,1.91,1.82,1.82,5.74,3.94,3.43,3.66,1.99,1.83,1.68,1.95,3.71,0.93,4.63,5.86,1.75,1.07,3.89,4.11,1.74,1.95,3.61,1.68,8,3.73,2.81,1.84,3.61,1.8,1.87,1.82,2.66,3.78,4.11,4.11,4.11,4.11,4.11,0.9,2.08,0.91,3.43,1.84,4.14,1.82,2.71,0.97,1.06,3.73,1.99,1.61,1.68,1.8,1.61,3.61,1.8,3.43,1.2,1.87,1.78,1.83,4.47,1.85,1.69,1.72,3.48,2.83,1.12,3.43,3.43,2.93,3.53,2.19,1.68,1.74,4,4.14,3.61,5.74,1.87,3.05,1.13,3.73,1.92,2.48,1.88,3.73,2.08,1.8,1.88,2.66,1.75,4.47,3.61,1.84,1.88,1.79,2.13,1.88,3.61,5.74,2.5,3.92,1.79,3.63,2.93,3.94,1.74,3.43,1.47,2.48,1.79,3.43,3.92,2.64,5.7,1.79,2.43,1.87,1.88,1.95,2.77,1.77,1.87,3.89,3.81,3.92,3.73,1.88,1.72,2.62,3.43,1.82,5.86,5.74,1.06,1.74,1.6,2.43,3.36,2.64,1.85,1.74,2.87,1.82,2.46,1.73,1.82,5.74,1.75,4.79,2.13,2.71,1.95,0.96,3.01,1.82,2.43,2.06,1.84,2.89,3.73,3.43,1.95,3.51,1.68,1.84,1.79,2.19,3.48,1.77,1.79,3.92,3.53,3.43,3.73,2.93,2.89,1.79,2.11,3.43,1.85,1.91,1.91,3.43,1.82,3.43,1.88,3.78,3.92,3.92,2.71,3.43,3.43,3.92,3.92,3.92,1.91,3.92,2.97,3.92,3.92,3.16,3.92,3.92,3.92,2.43,3.76,32.93,0.6,0,0,1.08,16.19,21.25,41.38,74.04,0,14.1,0.02,22.6,0.07,0.09,4.09,7.11,19.5,0,20.99,20.27,30.88,33.63,0.05,14.57,0,0.79,0,0,9.13,0.75,23.03,1.97,0,3.14,65.88,20.02,1.22,5.72,14.01,5.19,0,49.34,122.8,24.69,1.63,0.02,67.31,0,80.61,41.3,10.94,32.64,5.72,4.96,20.08,0.01,14.97,7.54,79.19,0,0.1,3.99,9.41,9.69,0.93,3.88,52.1,17.44,0.01,0.55,0.05,0.02,0.63,0.03,16.07,7.15,0.17,51.62,0.04,0.25,5.15,0,0,0,6.73,3.36,2.12,8.69,16.35,8.53,0.06,51.58,26.44,0,5.2,18.94,6.59,1.37,0.03,133.02,36.06,11,0.2,12.65,3.48,20.54,0,9,71.71,31.52,3.61,3,5.99,0,5.74,0.07,65.29,26.53,0.41,0.03,0,4.45,0,35.29,3.58,7.02,0,0.02,2.19,0.08,0.09,1.38,9.84,23.66,0.75,19.85,21.57,1.55,5.93,0,8.34,77.66,12.23,0,26.67,7.54,0.02,13.15,0.25,0.77,24.91,11.17,105.45,2.58,4.58,14.65,1.21,3.05,17.69,26.8,0,0,12.35,30.84,14.78,0,11.07,5.14,11.8,43.32,6.83,18.69,2.89,13.13,8.94,38.14,0.57,9.49,3.36,7.79,11,4.93,4.94,2.36,120.38,23.93,13.65,25.33,30.91,24.22,0.16,5.84,6.13,5.8,0.06,23.33,0.05,0,14.03,7.17,0.22,0.12,0.04,91.5,27.88,4.51,37.32,10.28,0,6.84,2.03,9.42,1.87,27.19,27.02,9.8,95.76,2.08,6.12,174.88,13.37,0.1,89.34,5.29,8.19,1.22,4.24,9.92,243.02,0.03,0,0,0.07,0.14,26.75,0.55,27.65,25.21,0,10.63,48.39,0,46.67,6.71,0.9,15.39,8.61,2.27,10.42,6.48,16.21,10.93,0.74,7.49,7.65,10.15,62.32,36.15,11.52,0,13.29,9.85,156.95,7.01,8.71,0.24,44.48,10.77,18.07,0,29.67,68.14,119.64,0.1,17.48,21.09,20.94,21.73,2.34,2.86,0.06,23.04,23.74,42.38,34.39,46.12,38.01,0.38,4.99,13.88,121.35,9.71,11.56,8.37,39.53,42.05,7.56,8.25,22.71,1.32,600.33,6.6,83.88,0,3.31,71.4,14.82,0.01,2.38,10.56,23.43,7.58,17.02,5.49,25.12,24.17,1.94,8.41,15.84,42.23,28.19,0,69.96,0,39.22,0,32.73,44.42,0.64,0.15,2.85,1.42,11.76,226.37,0,7.11,24.23,30.47,4.4,2.75,5.59,23.05,10.9,0,22.53,24.44,88.52,1.15,7.75,0.04,22.03,12.85,1.89,18.94,37.77,3.56,91.55,4.99,24.05,7.8,2.41,1.07,34.37,19.93,37.7,11.62,21.07,27.43,7.03,12.49,25.44,45.16,28.24,57.81,40.47,37.91,60.23,34.16,29.54,95.53,4.82,5.09,28.25,0,9.44,31.36,24.91,30.8,6.88,5.64,9.92,33.18,1.21,3.02,1.15,3.74,0,5.3,6.38,8.85,3.4,5.82,2.76,0.34,0,0,0,0
"2",1.87,1.83,1.72,1.01,1.84,1.95,3.43,2.73,1.79,1.85,1.79,1.85,3.43,1.8,1.82,1.88,1.93,1.77,2.71,3.43,2.66,4.72,3.92,3.92,2.91,5.74,1.8,1.68,1.82,1.84,4.11,2.83,1.79,0.96,3.89,1.82,1.95,1.85,3.92,2.13,1.13,1.14,1.12,2.71,3.92,5.74,1.88,4.72,1.85,3.43,3.48,3.61,3.73,1.82,1.85,3.53,4.11,1.82,1.87,2.73,1.84,3.48,1.99,5.86,1.61,1.97,1.68,1.13,3.73,4.11,4.11,1.74,3.92,4,1.85,2.66,1.74,3.61,1.79,3.68,3.92,3.94,3.53,3.71,1.78,3.73,1.82,1.95,2.66,1.84,3.92,1.79,2.85,3.05,2.73,1.75,1.95,3.43,3.78,3.05,3.76,0.94,6.06,1.93,4.11,3.71,2.19,1.74,1.61,3.92,1.95,1.72,1.61,1.75,1.13,1.78,4.11,0.96,2.64,1.71,1.79,3.53,1.68,0.96,1.79,5.86,2.93,3.05,2.77,2.13,1.75,2.81,5.7,5.7,1.72,1.83,0.94,1.4,3.25,3.81,3.58,2.77,3.63,2.71,3.76,3.92,3.63,0.96,3.53,3.61,1.88,3.43,1.13,5.86,3.18,2.06,3.53,2.91,3.48,3.63,3.43,5.74,2.64,4,3.92,1.84,3.73,1.69,1.74,2.73,2.43,2.19,2.43,1.78,3.94,5.74,3.94,5.86,1.82,1.85,1.79,1.82,5.86,1.82,1.82,4.11,1.57,3.94,1.82,1.68,1.06,4.72,0.96,4,2.81,0.96,1.16,1.16,1.16,2.95,1.67,0.96,2.06,3.43,3.58,5.74,5.74,2.64,3.43,3.43,1.82,3.61,3.92,3.92,3.92,5.74,1.82,1.91,1.82,1.82,5.74,3.94,3.43,3.66,1.99,1.83,1.68,1.95,3.71,0.93,4.63,5.86,1.75,1.07,3.89,4.11,1.74,1.95,3.61,1.68,8,3.73,2.81,1.84,3.61,1.8,1.87,1.82,2.66,3.78,4.11,4.11,4.11,4.11,4.11,0.9,2.08,0.91,3.43,1.84,4.14,1.82,2.71,0.97,1.06,3.73,1.99,1.61,1.68,1.8,1.61,3.61,1.8,3.43,1.2,1.87,1.78,1.83,4.47,1.85,1.69,1.72,3.48,2.83,1.12,3.43,3.43,2.93,3.53,2.19,1.68,1.74,4,4.14,3.61,5.74,1.87,3.05,1.13,3.73,1.92,2.48,1.88,3.73,2.08,1.8,1.88,2.66,1.75,4.47,3.61,1.84,1.88,1.79,2.13,1.88,3.61,5.74,2.5,3.92,1.79,3.63,2.93,3.94,1.74,3.43,1.47,2.48,1.79,3.43,3.92,2.64,5.7,1.79,2.43,1.87,1.88,1.95,2.77,1.77,1.87,3.89,3.81,3.92,3.73,1.88,1.72,2.62,3.43,1.82,5.86,5.74,1.06,1.74,1.6,2.43,3.36,2.64,1.85,1.74,2.87,1.82,2.46,1.73,1.82,5.74,1.75,4.79,2.13,2.71,1.95,0.96,3.01,1.82,2.43,2.06,1.84,2.89,3.73,3.43,1.95,3.51,1.68,1.84,1.79,2.19,3.48,1.77,1.79,3.92,3.53,3.43,3.73,2.93,2.89,1.79,2.11,3.43,1.85,1.91,1.91,3.43,1.82,3.43,1.88,3.78,3.92,3.92,2.71,3.43,3.43,3.92,3.92,3.92,1.91,3.92,2.97,3.92,3.92,3.16,3.92,3.92,3.92,2.43,3.76,32.93,0.6,0,0,1.08,16.19,21.25,41.38,74.04,0,14.1,0.02,22.6,0.07,0.09,4.09,7.11,19.5,0,20.99,20.27,30.88,33.63,0.05,14.57,0,0.79,0,0,9.13,0.75,23.03,1.97,0,3.14,65.88,20.02,1.22,5.72,14.01,5.19,0,49.34,122.8,24.69,1.63,0.02,67.31,0,80.61,41.3,10.94,32.64,5.72,4.96,20.08,0.01,14.97,7.54,79.19,0,0.1,3.99,9.41,9.69,0.93,3.88,52.1,17.44,0.01,0.55,0.05,0.02,0.63,0.03,16.07,7.15,0.17,51.62,0.04,0.25,5.15,0,0,0,6.73,3.36,2.12,8.69,16.35,8.53,0.06,51.58,26.44,0,5.2,18.94,6.59,1.37,0.03,133.02,36.06,11,0.2,12.65,3.48,20.54,0,9,71.71,31.52,3.61,3,5.99,0,5.74,0.07,65.29,26.53,0.41,0.03,0,4.45,0,35.29,3.58,7.02,0,0.02,2.19,0.08,0.09,1.38,9.84,23.66,0.75,19.85,21.57,1.55,5.93,0,8.34,77.66,12.23,0,26.67,7.54,0.02,13.15,0.25,0.77,24.91,11.17,105.45,2.58,4.58,14.65,1.21,3.05,17.69,26.8,0,0,12.35,30.84,14.78,0,11.07,5.14,11.8,43.32,6.83,18.69,2.89,13.13,8.94,38.14,0.57,9.49,3.36,7.79,11,4.93,4.94,2.36,120.38,23.93,13.65,25.33,30.91,24.22,0.16,5.84,6.13,5.8,0.06,23.33,0.05,0,14.03,7.17,0.22,0.12,0.04,91.5,27.88,4.51,37.32,10.28,0,6.84,2.03,9.42,1.87,27.19,27.02,9.8,95.76,2.08,6.12,174.88,13.37,0.1,89.34,5.29,8.19,1.22,4.24,9.92,243.02,0.03,0,0,0.07,0.14,26.75,0.55,27.65,25.21,0,10.63,48.39,0,46.67,6.71,0.9,15.39,8.61,2.27,10.42,6.48,16.21,10.93,0.74,7.49,7.65,10.15,62.32,36.15,11.52,0,13.29,9.85,156.95,7.01,8.71,0.24,44.48,10.77,18.07,0,29.67,68.14,119.64,0.1,17.48,21.09,20.94,21.73,2.34,2.86,0.06,23.04,23.74,42.38,34.39,46.12,38.01,0.38,4.99,13.88,121.35,9.71,11.56,8.37,39.53,42.05,7.56,8.25,22.71,1.32,600.33,6.6,83.88,0,3.31,71.4,14.82,0.01,2.38,10.56,23.43,7.58,17.02,5.49,25.12,24.17,1.94,8.41,15.84,42.23,28.19,0,69.96,0,39.22,0,32.73,44.42,0.64,0.15,2.85,1.42,11.76,226.37,0,7.11,24.23,30.47,4.4,2.75,5.59,23.05,10.9,0,22.53,24.44,88.52,1.15,7.75,0.04,22.03,12.85,1.89,18.94,37.77,3.56,91.55,4.99,24.05,7.8,2.41,1.07,34.37,19.93,37.7,11.62,21.07,27.43,7.03,12.49,25.44,45.16,28.24,57.81,40.47,37.91,60.23,34.16,29.54,95.53,4.82,5.09,28.25,0,9.44,31.36,24.91,30.8,6.88,5.64,9.92,33.18,1.21,3.02,1.15,3.74,0,5.3,6.38,8.85,3.4,5.82,2.76,0.34,0,0,0,0
