"","AGXT2L1.cn","ALPK1.cn","ALYREF.cn","ANK2.cn","ANO9.cn","AS3MT.cn","C14orf101.cn","C4orf32.cn","CALCA.cn","CCDC56.cn","CCDC57.cn","CDX2.cn","CENPM.cn","COL25A1.cn","DIDO1.cn","DSCR6.cn","DTNBP1.cn","ENGASE.cn","ENPEP.cn","FAM64A.cn","FGG.cn","H2AFZ.cn","HDAC10.cn","IKBKB.cn","KAT7.cn","KCNAB2.cn","LPIN3.cn","MFAP1.cn","MLLT6.cn","NBR2.cn","NCAPH2.cn","PABPC1L.cn","PGS1.cn","R3HCC1.cn","RHOH.cn","RTN4IP1.cn","SGMS2.cn","SLC25A27.cn","SPC24.cn","TK1.cn","UBL7.cn","WDR27.cn","ZBTB47.cn","ZFP3.cn","ZSWIM4.cn","ALPK1.rna","ALYREF.rna","ANK2.rna","ANO9.rna","AS3MT.rna","ATP5G1.rna","C14orf101.rna","C4orf32.rna","CALCA.rna","CCDC56.rna","CCDC57.rna","CDX2.rna","CENPM.rna","DIDO1.rna","DSCR6.rna","DTNBP1.rna","EHD3.rna","ENGASE.rna","FAM64A.rna","FGG.rna","GINS2.rna","H2AFZ.rna","HDAC10.rna","IKBKB.rna","KAT7.rna","KCNAB2.rna","LPIN3.rna","MFAP1.rna","MLLT6.rna","NBR2.rna","NCAPH2.rna","PABPC1L.rna","PGS1.rna","R3HCC1.rna","RAB38.rna","RHOH.rna","RTN4IP1.rna","SGMS2.rna","SLC25A27.rna","SPC24.rna","TK1.rna","UBL7.rna","WDR27.rna","ZBTB47.rna","ZC3H18.rna","ZFP3.rna","ZSWIM4.rna","DIDO1.mut"
"1445",1.97,1.97,2.01,1.97,2.01,2.03,1.43,1.97,2.01,2.06,2.01,4.38,1.47,1.97,2.73,1.44,2.46,2.01,1.97,2.04,1.97,2,1.47,2.57,1.97,1.51,2.58,1.42,2.01,2.06,1.47,2.58,2.01,2.64,1.95,1.89,1.97,2.48,2.1,2.01,1.41,1.95,1.99,2.04,2.1,5.12,93.03,0,209.96,0,222.54,9.48,8.1,1.66,134.41,11.94,254.55,9.17,27.49,0.86,21.36,0.02,68.03,9.76,0,25.53,204.72,23.3,19.59,12.75,4.04,23.84,11.43,75.23,10.16,10.51,34.32,15.25,17.83,0.35,0,4.19,3.3,18.62,5.59,29.89,21.57,9.07,3.01,20.38,6.82,8.27,0
"1446",1.97,1.97,2.01,1.97,2.01,2.03,1.43,1.97,2.01,2.06,2.01,4.38,1.47,1.97,2.73,1.44,2.46,2.01,1.97,2.04,1.97,2,1.47,2.57,1.97,1.51,2.58,1.42,2.01,2.06,1.47,2.58,2.01,2.64,1.95,1.89,1.97,2.48,2.1,2.01,1.41,1.95,1.99,2.04,2.1,5.12,93.03,0,209.96,0,222.54,9.48,8.1,1.66,134.41,11.94,254.55,9.17,27.49,0.86,21.36,0.02,68.03,9.76,0,25.53,204.72,23.3,19.59,12.75,4.04,23.84,11.43,75.23,10.16,10.51,34.32,15.25,17.83,0.35,0,4.19,3.3,18.62,5.59,29.89,21.57,9.07,3.01,20.38,6.82,8.27,0
"1448",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1449",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1450",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1451",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1452",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1453",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1454",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1455",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1456",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1457",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1458",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1459",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1460",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1461",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1462",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1463",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1464",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1465",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1466",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1467",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1468",1.97,1.97,2.01,1.97,2.08,2,1.96,1.97,1.97,1.97,2.01,2.95,1.97,1.97,2.95,1.97,1.95,2.01,1.97,2.01,1.97,1.97,2.01,2.95,1.97,2,2.95,1.96,1.97,1.96,2.01,2.95,2.01,3.05,1.95,1.97,1.97,1.96,2.97,2.01,1.96,1.96,1.96,1.43,2.97,3.83,123.91,1.04,45.67,0,186.46,7.31,19.91,0,74.68,6.41,145.14,24.34,19.12,0.05,9.2,0.3,39.93,10.73,0.03,29.93,297.52,9.1,11.17,8.6,4.62,7.33,15.54,28.98,2.11,23.85,5.29,11.94,29.4,0.04,0.01,5.44,2.24,2.14,9.03,53.88,18.42,3.1,2.56,15.96,0.41,3.22,0
"1503",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1504",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1505",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1506",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1507",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1508",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1509",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1510",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1511",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1512",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1513",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
"1514",1.38,1.38,1.45,1.38,2.08,1.43,2.04,1.38,2.08,1.51,1.45,4.08,1.48,1.38,1.54,2.16,2.03,1.45,1.38,1.47,1.36,1.38,1.48,1.95,1.45,2.23,1.42,1.39,1.46,1.51,1.48,1.44,1.45,0.81,1.35,2.03,1.38,2.07,1.48,1.45,1.43,2.11,2.81,1.47,1.48,2.36,74.78,0.01,33.77,0,166.89,6.73,3.91,0.02,63.48,5.53,78.51,15.22,10.48,0.07,13.46,0.07,7.67,7.72,0.01,12.58,205,11.63,11.07,6.87,8.01,5.53,10.41,34.61,2.98,19.62,7.31,7.93,3.63,1.18,0.05,4.08,5.02,0.96,3.03,47.08,14.54,6.84,0.67,11.33,1.59,2.63,0
