"","AGXT2L1.cn","ALPK1.cn","ALYREF.cn","ANK2.cn","ANO9.cn","AS3MT.cn","C14orf101.cn","C4orf32.cn","CALCA.cn","CCDC56.cn","CCDC57.cn","CDX2.cn","CENPM.cn","COL25A1.cn","DIDO1.cn","DSCR6.cn","DTNBP1.cn","ENGASE.cn","ENPEP.cn","FAM64A.cn","FGG.cn","H2AFZ.cn","HDAC10.cn","IKBKB.cn","KAT7.cn","KCNAB2.cn","LPIN3.cn","MFAP1.cn","MLLT6.cn","NBR2.cn","NCAPH2.cn","PABPC1L.cn","PGS1.cn","R3HCC1.cn","RHOH.cn","RTN4IP1.cn","SGMS2.cn","SLC25A27.cn","SPC24.cn","TK1.cn","UBL7.cn","WDR27.cn","ZBTB47.cn","ZFP3.cn","ZSWIM4.cn","ALPK1.rna","ALYREF.rna","ANK2.rna","ANO9.rna","AS3MT.rna","ATP5G1.rna","C14orf101.rna","C4orf32.rna","CALCA.rna","CCDC56.rna","CCDC57.rna","CDX2.rna","CENPM.rna","DIDO1.rna","DSCR6.rna","DTNBP1.rna","EHD3.rna","ENGASE.rna","FAM64A.rna","FGG.rna","GINS2.rna","H2AFZ.rna","HDAC10.rna","IKBKB.rna","KAT7.rna","KCNAB2.rna","LPIN3.rna","MFAP1.rna","MLLT6.rna","NBR2.rna","NCAPH2.rna","PABPC1L.rna","PGS1.rna","R3HCC1.rna","RAB38.rna","RHOH.rna","RTN4IP1.rna","SGMS2.rna","SLC25A27.rna","SPC24.rna","TK1.rna","UBL7.rna","WDR27.rna","ZBTB47.rna","ZC3H18.rna","ZFP3.rna","ZSWIM4.rna","DIDO1.mut"
"489",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"490",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"491",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"492",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"493",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"494",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"495",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"496",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"497",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"498",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"499",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"500",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"501",1.85,1.85,1.96,1.88,2.93,1.83,1.25,1.85,2.5,1.91,1.96,2.41,1.92,1.85,6.45,1.43,2.57,1.96,1.85,1.25,1.85,1.85,1.92,3.46,1.93,1.54,5.66,1.77,1.92,1.44,1.92,5.66,1.96,1.37,1.57,2.48,1.85,2.64,1.66,1.96,1.96,2.73,1.91,1.25,1.71,4.03,95.43,0.02,126.45,2.9,163.44,8.32,1.9,0.03,73.23,8.41,75.86,20.94,80.31,1.34,14.33,0.04,26.03,13.41,0,36.28,294.48,16.19,19.64,15.03,9.03,21.75,12.44,37.34,6.91,21.8,24.34,14.58,8.01,0.03,0.02,7.91,1.26,7.15,6.51,47.98,21.07,10.68,0.46,24.74,1.88,3.34,1
"525",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"526",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"527",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"528",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"529",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"530",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"531",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"532",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"533",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"534",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"535",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"536",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"537",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"538",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"539",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"540",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"541",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"542",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"543",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"544",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"545",1.41,1.4,2.45,1.4,2.16,2,1.45,1.4,2.11,2.06,2.45,3.23,1.53,1.41,4.26,1.42,1.37,2.22,1.4,1.35,1.43,1.45,1.55,1.88,2.06,1.69,4.03,1.37,2.04,2.06,1.55,4.03,2.22,1.4,1.15,1.38,1.41,1.42,1.96,2.22,1.44,1.44,1.65,1.35,1.96,2.89,123.2,0.02,89.27,0,449.24,6.82,2.25,1.06,193.45,4.39,203.85,20.45,25.54,0.79,11.07,0.08,24.41,8.23,0,33.47,163.6,10.06,10.01,8.33,12.14,19.09,10.06,16.2,5.42,16.37,9.59,14.67,15.97,0.15,0,4.3,1.84,3.61,4.11,40.66,20.49,2.27,0.69,12.55,2.05,1.94,0
"568",1.35,1.35,3.78,1.35,2.07,2.01,1.37,1.35,2.13,3.53,3.78,24.93,2,1.35,5.9,2.04,2.01,2.6,1.35,1.37,1.35,1.38,2.01,2.69,2.58,1.39,3.97,2,2.6,3.53,2.01,3.97,2.6,2.75,1.36,2.77,1.35,2.04,2.03,2.6,2,2.75,1.39,1.37,2.03,5.74,153.12,0.01,194.61,1.06,233.94,8.1,0.84,1.62,153.71,29.52,286.57,19.17,107.65,4.67,14.62,2.24,128.87,6.33,0,33.79,148.7,33.13,31.41,18.37,16.69,45.33,17.66,85.43,22.02,28.12,95.15,25.55,18.8,0.05,0.06,7.63,1.9,5.87,7.25,61.78,27.82,22.06,1.67,36.37,3.22,10,1
