"","ANAPC5.cn","ARHGEF7.cn","ATP6V1B2.cn","C1orf31.cn","CCDC144B.cn","CTH.cn","DDX17.cn","DHX15.cn","DYNC1H1.cn","EP300.cn","GANC.cn","GPATCH3.cn","GPATCH8.cn","GTPBP1.cn","HSPA4L.cn","LOC644961.cn","LOC645249.cn","LRRC58.cn","MAOA.cn","MIR1976.cn","MMAB.cn","MVK.cn","MYCBP2.cn","NUDT3.cn","OR11H2.cn","OR4K1.cn","OR4K2.cn","OR4K5.cn","OR4M1.cn","OR4N2.cn","OR4Q3.cn","PAN3.cn","PBK.cn","PEAK1.cn","PLK2.cn","PPP1R10.cn","PSMD9.cn","RCBTB1.cn","SDK1.cn","SERPINB7.cn","SFN.cn","SNRPA1.cn","SOS2.cn","ST14.cn","TCEANC.cn","TEP1.cn","TMEM110.cn","TPI1.cn","TPP2.cn","TUBGCP3.cn","UNC5D.cn","ZNF264.cn","ZNF512B.cn","ALDOA.rna","ANAPC5.rna","ARHGEF7.rna","ATP6V1B2.rna","BAZ2A.rna","C12orf48.rna","C1orf31.rna","CARHSP1.rna","CD63.rna","CDX1.rna","CRAMP1L.rna","CTH.rna","DDX17.rna","DHX15.rna","DYNC1H1.rna","EP300.rna","FBXO41.rna","GANC.rna","GPATCH3.rna","GPATCH8.rna","GTPBP1.rna","HSPA4L.rna","IGIP.rna","LCLAT1.rna","LOC645249.rna","LRRC58.rna","MAOA.rna","MMAB.rna","MVK.rna","MYCBP2.rna","NUDT16L1.rna","NUDT3.rna","PAN2.rna","PAN3.rna","PBK.rna","PEAK1.rna","PLK2.rna","PPP1R10.rna","PSMD9.rna","RCBTB1.rna","RIF1.rna","SDK1.rna","SERPINB7.rna","SMARCC2.rna","SNRPA1.rna","SOS2.rna","ST14.rna","TCEANC.rna","TEP1.rna","TMEM110.rna","TPI1.rna","TPP2.rna","TUBGCP3.rna","UNKL.rna","VPS37C.rna","ZNF264.rna","ZNF512B.rna"
"1093",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1094",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1095",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1096",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1097",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1098",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1099",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1100",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1101",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1102",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1103",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1104",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1105",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1106",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1107",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1108",2.04,3.92,1.49,3.71,1.65,1.53,1.42,1.51,1.49,1.43,1.48,1.46,2.23,1.42,1.53,1.46,2.08,2.57,1.46,1.46,2,2,3.92,1.99,1.45,1.45,1.45,1.45,1.45,1.45,1.45,3.76,1.49,1.47,1.47,1.99,2.04,3.76,2.62,1.01,1.46,1.47,1.49,2.01,1.46,1.45,1.43,2.53,3.92,3.92,1.49,2.11,2.55,710.43,63.56,26.76,17.88,18.86,6.02,40.4,40.44,689.1,0.12,8.5,0.91,97.81,46.35,25.16,9.09,6.2,4.85,3.68,8.61,11.69,0.1,3.62,5.77,3.11,6.74,11.76,9.46,17.34,12.32,17.61,9.32,7.86,22.44,5.65,1.88,4.99,18.24,14.46,14.83,5.77,1.02,0.08,24.53,23.57,7.2,200.27,0.98,11.24,5.17,412.1,28.56,22.36,4.71,14.46,2.76,5.25
"1131",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1132",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1133",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1134",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1135",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1136",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1137",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1138",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1139",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1140",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1141",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1142",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
"1143",2,2.03,2.03,3.86,1.99,2.38,2.01,1.74,1.14,2.01,2,1.17,2.01,2.01,1.09,1.17,2.06,2.5,1.99,1.17,2,2,2.01,2.87,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.97,1.99,3.43,1.96,2.85,2,1.97,2.36,1.11,1.17,3.51,2,2.01,1.06,1.95,1.96,1.99,2.03,2.03,1.99,2.01,2.01,1875.28,33.84,5.97,15.07,4.83,1.52,32.15,41.03,1173.63,0.01,2.06,2.38,47.84,25.57,20.89,2.71,1.43,3.39,2.83,2.8,9.32,0.88,3.4,2.92,8.34,1.23,4.4,7.21,12.29,1.51,19.51,0,4,2.92,4.17,0.78,7.54,14.61,10.61,1.37,1.12,0.1,4.12,10.39,32.16,4.67,159.68,0.32,10.08,3.87,396.94,3.85,2.49,1.36,11.64,0.81,3.15
