"","ANAPC5.cn","ARHGEF7.cn","ATP6V1B2.cn","C1orf31.cn","CCDC144B.cn","CTH.cn","DDX17.cn","DHX15.cn","DYNC1H1.cn","EP300.cn","GANC.cn","GPATCH3.cn","GPATCH8.cn","GTPBP1.cn","HSPA4L.cn","LOC644961.cn","LOC645249.cn","LRRC58.cn","MAOA.cn","MIR1976.cn","MMAB.cn","MVK.cn","MYCBP2.cn","NUDT3.cn","OR11H2.cn","OR4K1.cn","OR4K2.cn","OR4K5.cn","OR4M1.cn","OR4N2.cn","OR4Q3.cn","PAN3.cn","PBK.cn","PEAK1.cn","PLK2.cn","PPP1R10.cn","PSMD9.cn","RCBTB1.cn","SDK1.cn","SERPINB7.cn","SFN.cn","SNRPA1.cn","SOS2.cn","ST14.cn","TCEANC.cn","TEP1.cn","TMEM110.cn","TPI1.cn","TPP2.cn","TUBGCP3.cn","UNC5D.cn","ZNF264.cn","ZNF512B.cn","ALDOA.rna","ANAPC5.rna","ARHGEF7.rna","ATP6V1B2.rna","BAZ2A.rna","C12orf48.rna","C1orf31.rna","CARHSP1.rna","CD63.rna","CDX1.rna","CRAMP1L.rna","CTH.rna","DDX17.rna","DHX15.rna","DYNC1H1.rna","EP300.rna","FBXO41.rna","GANC.rna","GPATCH3.rna","GPATCH8.rna","GTPBP1.rna","HSPA4L.rna","IGIP.rna","LCLAT1.rna","LOC645249.rna","LRRC58.rna","MAOA.rna","MMAB.rna","MVK.rna","MYCBP2.rna","NUDT16L1.rna","NUDT3.rna","PAN2.rna","PAN3.rna","PBK.rna","PEAK1.rna","PLK2.rna","PPP1R10.rna","PSMD9.rna","RCBTB1.rna","RIF1.rna","SDK1.rna","SERPINB7.rna","SMARCC2.rna","SNRPA1.rna","SOS2.rna","ST14.rna","TCEANC.rna","TEP1.rna","TMEM110.rna","TPI1.rna","TPP2.rna","TUBGCP3.rna","UNKL.rna","VPS37C.rna","ZNF264.rna","ZNF512B.rna"
"2015",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2016",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2017",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2018",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2019",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2020",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2021",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2022",2,1.04,2.04,2.04,1.06,2.01,1.56,2.07,2.03,1.58,1.99,2.04,2,1.56,2,2.04,2.03,1.97,1.04,2.04,1.96,1.96,1.04,1.99,2.89,2.89,2.89,2.89,2.89,2.89,2.89,1.05,1.99,1.97,1.97,1.96,2,1.04,1.99,1.01,2.04,1.99,3.03,2.04,1.01,2.89,2,1.95,1.04,1.04,2.01,3.01,2.04,511.79,40.83,7.98,24.08,21.25,6.47,20.84,22.49,803.9,1.12,4.55,1.79,75.06,94.23,32.08,8.27,3,6.02,6.71,10.05,6.71,3.86,6.57,12.6,1.85,7.76,28.77,5.27,10.7,6.75,20.95,14.35,8.18,8.31,7.81,8.97,19.95,26.47,16.09,3.3,6.53,0.23,0.13,20.05,25.72,21.55,193.13,0.49,35.12,5.26,210.92,6.99,3.34,3.61,14.91,5.93,6.89
"2023",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2024",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2025",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2026",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2027",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2028",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2029",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2030",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2031",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2032",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2033",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2034",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2035",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2036",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2037",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2038",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2039",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2040",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2041",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2042",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
"2043",1.13,2.1,1.11,2.53,0.88,1.57,2.03,2.11,2.43,2.03,1.41,1.58,2.07,2.03,2.01,1.58,2.17,1.55,1.09,1.58,1.1,1.1,2.1,1.11,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.06,1.07,1.4,2.06,1.14,1.13,2.06,2.99,1.11,1.58,1.41,2.39,2.14,1.09,2.43,1.54,2.57,2.1,2.1,1.09,2.1,2.55,1253.67,35.43,12.93,15.7,8.06,5.29,53.62,41.93,855.48,0.02,3.84,3.65,122.25,79.39,19.34,7.79,4.32,5.16,10.03,5.37,12.79,4.76,5.14,4.33,7.21,4.69,5.31,7.26,16.38,6.36,62.95,11.64,5.75,8.87,10.71,1.28,16.94,17.23,12.75,5.12,5.13,1.58,1.41,9.54,49.77,9.72,311.55,0.41,20.89,2.96,935.08,10.91,6.84,3.45,22,1.88,9.54
