"feat1","feat2","feat3","feat4","feat5","feat6","feat7","feat8","feat9","feat10","feat11","feat12","feat13","feat14"
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
0.996863245964,-0.858554005623,-0.933140695095,-0.995432674885,0.953728079796,0.999693453312,0.904225766659,-0.800966739655,0.891427457333,-0.909922599792,0.986113250256,0.892019152641,0.984552741051,0.975645124912
-0.91250616312,-0.898814082146,-0.939005374908,-0.9578525424,-0.910211205482,0.999417304993,-0.893948674202,-0.99372023344,-0.935538351536,0.997049868107,0.939413905144,-0.907920777798,0.88363724947,0.959185302258
-0.91250616312,-0.898814082146,-0.939005374908,-0.9578525424,-0.910211205482,0.999417304993,-0.893948674202,-0.99372023344,-0.935538351536,0.997049868107,0.939413905144,-0.907920777798,0.88363724947,0.959185302258
-0.91250616312,-0.898814082146,-0.939005374908,-0.9578525424,-0.910211205482,0.999417304993,-0.893948674202,-0.99372023344,-0.935538351536,0.997049868107,0.939413905144,-0.907920777798,0.88363724947,0.959185302258
