"feat1","feat2","feat3","feat4","feat5","feat6","feat7","feat8"
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.966139733791,-0.899954557419,0.9044303298,0.89380967617,0.92978143692,0.932299971581,0.921598672867,0.904102742672
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
0.92635178566,-0.898106336594,-0.859243571758,0.962032735348,0.951194345951,-0.932780623436,-0.901970565319,0.879157781601
-0.847207665443,-0.986379146576,0.945222258568,-0.951928853989,0.950373053551,0.929090857506,-0.951386392117,-0.884698808193
