"","ADAM29.cn","ADCY10P1.cn","ADM.cn","AFAP1.cn","AGMO.cn","ANXA10.cn","ANXA5.cn","APOBEC2.cn","APOM.cn","ARHGAP6.cn","ARMC12.cn","ASB5.cn","ASCL3.cn","ATP2B1.cn","ATP6V0CP3.cn","BECN1.cn","BMP2.cn","BMX.cn","BTNL2.cn","C11orf16.cn","C11orf21.cn","C11orf36.cn","C1orf122.cn","C1orf43.cn","C2.cn","C21orf7.cn","C3orf70.cn","C4A.cn","C4B.cn","C6orf10.cn","C6orf132.cn","C6orf222.cn","C6orf25.cn","CALCA.cn","CALR.cn","CAP2.cn","CAPN11.cn","CCDC110.cn","CCT8.cn","CD70.cn","CDH19.cn","CDH2.cn","CDHR5.cn","CEND1.cn","CEP19.cn","CLDN22.cn","CLDN24.cn","CLEC2D.cn","CLIC5.cn","CLPS.cn","CLPSL1.cn","CLPSL2.cn","COCH.cn","COL6A1.cn","COL9A3.cn","CREB5.cn","CRIP1.cn","CRIP3.cn","CSNK2A1P.cn","CYP21A1P.cn","CYP21A2.cn","DENND5A.cn","DLC1.cn","DLK1.cn","DLK2.cn","DMRTA1.cn","DNAH8.cn","DNM1.cn","DOCK4.cn","DPYD.cn","DUX4L3.cn","EDN3.cn","EFS.cn","EGFL8.cn","ENPP6.cn","EPHX2.cn","EPN2.cn","ERRFI1.cn","ESYT2.cn","ETV7.cn","F11.cn","FAM3C.cn","FAM92A1P2.cn","FAM99A.cn","FAM99B.cn","FGD2.cn","FKBP10.cn","FKBP9.cn","FLJ41649.cn","FOXD2.cn","FSD1.cn","FSTL5.cn","FZD1.cn","FZD8.cn","GABRE.cn","GGNBP1.cn","GLP1R.cn","GLRA3.cn","GLYATL3.cn","GNMT.cn","GPM6A.cn","GPR111.cn","GPR115.cn","GPR116.cn","GRM4.cn","GUCA1A.cn","GUCA1B.cn","GUSBP4.cn","GVINP1.cn","H2AFY2.cn","HCG23.cn","HCG25.cn","HELT.cn","HEXB.cn","HIP1.cn","HLA-DOA.cn","HLA-DOB.cn","HLA-DPB2.cn","HLA-DQA2.cn","HLA-DQB2.cn","HMGN1.cn","HPX.cn","HS3ST3A1.cn","HSP90AA6P.cn","HSPA1L.cn","IFITM5.cn","IGF2-AS.cn","IGFBP3.cn","IGSF22.cn","IL15.cn","INS.cn","IP6K3.cn","ITGA2.cn","ITIH5.cn","JPH1.cn","KALRN.cn","KCNG2.cn","KCNK16.cn","KCNK17.cn","KCNQ1DN.cn","KCNQ1OT1.cn","KCTD11.cn","KCTD17.cn","KIF16B.cn","KLKB1.cn","KRT8P41.cn","KRTAP5-2.cn","KRTAP5-3.cn","KRTAP5-4.cn","KRTAP5-5.cn","KRTAP5-6.cn","KTN1-AS1.cn","LEPREL1.cn","LHFPL5.cn","LINC00336.cn","LINC00523.cn","LINC00605.cn","LOC100131047.cn","LOC100132354.cn","LOC100133091.cn","LOC100287015.cn","LOC100287718.cn","LOC100506082.cn","LOC100506122.cn","LOC100506305.cn","LOC100507463.cn","LOC100507547.cn","LOC100507584.cn","LOC145216.cn","LOC285441.cn","LOC285501.cn","LOC285847.cn","LOC338651.cn","LOC339975.cn","LOC389247.cn","LOC440028.cn","LOC728175.cn","LOXL4.cn","LRFN2.cn","LRP2BP.cn","LRRC17.cn","LSP1.cn","LY6G6C.cn","LY6G6D.cn","LY6G6E.cn","LY6G6F.cn","LYVE1.cn","MAFG-AS1.cn","MDGA1.cn","MEG3.cn","MEG8.cn","MEG9.cn","MEOX2.cn","MEP1A.cn","MGC45800.cn","MGC72080.cn","MICALCL.cn","MIR1185-1.cn","MIR1185-2.cn","MIR1193.cn","MIR1197.cn","MIR1236.cn","MIR1247.cn","MIR127.cn","MIR1275.cn","MIR1305.cn","MIR134.cn","MIR136.cn","MIR154.cn","MIR210.cn","MIR219-1.cn","MIR2392.cn","MIR299.cn","MIR300.cn","MIR323A.cn","MIR323B.cn","MIR329-1.cn","MIR329-2.cn","MIR337.cn","MIR345.cn","MIR369.cn","MIR376A1.cn","MIR376A2.cn","MIR376B.cn","MIR376C.cn","MIR377.cn","MIR379.cn","MIR380.cn","MIR381.cn","MIR382.cn","MIR3925.cn","MIR409.cn","MIR410.cn","MIR411.cn","MIR412.cn","MIR4276.cn","MIR4298.cn","MIR4299.cn","MIR4309.cn","MIR431.cn","MIR432.cn","MIR433.cn","MIR4462.cn","MIR4485.cn","MIR4641.cn","MIR4642.cn","MIR4646.cn","MIR4647.cn","MIR4686.cn","MIR483.cn","MIR485.cn","MIR487A.cn","MIR487B.cn","MIR493.cn","MIR494.cn","MIR495.cn","MIR496.cn","MIR5004.cn","MIR539.cn","MIR541.cn","MIR543.cn","MIR5690.cn","MIR5691.cn","MIR586.cn","MIR654.cn","MIR655.cn","MIR656.cn","MIR665.cn","MIR668.cn","MIR675.cn","MIR758.cn","MIR770.cn","MIR889.cn","MLLT11.cn","MLN.cn","MMP11.cn","MNF1.cn","MRGPRE.cn","MRGPRG.cn","MRPL23-AS1.cn","MRVI1.cn","MRVI1-AS1.cn","MSH5.cn","MSRA.cn","MTNR1A.cn","MTRNR2L8.cn","MTUS1.cn","MUC2.cn","MUC6.cn","NCR2.cn","NDRG1.cn","NDUFA3.cn","NEFM.cn","NELL2.cn","NFE2L3.cn","NKD2.cn","NLRP10.cn","NLRP14.cn","NLRP6.cn","NPTX1.cn","NPY5R.cn","NRG4.cn","NS3BP.cn","ODF3.cn","OLFML1.cn","OPN5.cn","OR10A2.cn","OR10A3.cn","OR10A4.cn","OR10A5.cn","OR2AG1.cn","OR2AG2.cn","OR2D2.cn","OR2D3.cn","OR52E4.cn","OR52E6.cn","OR52E8.cn","OR52L1.cn","OR52N2.cn","OR52N4.cn","OR56A1.cn","OR56A3.cn","OR56A4.cn","OR56A5.cn","OR56B1.cn","OR6A2.cn","OVCH2.cn","P4HA1.cn","PACSIN1.cn","PAFAH2.cn","PAM.cn","PCOLCE.cn","PCOLCE2.cn","PDGFRL.cn","PDIA4.cn","PEPD.cn","PGC.cn","PI16.cn","PLBD1.cn","PNPLA1.cn","PNRC2.cn","PPIAL4E.cn","PPT2-EGFL8.cn","PREX1.cn","PRICKLE2.cn","PRICKLE4.cn","PROCR.cn","PRPH2.cn","PRRT1.cn","PRTFDC1.cn","PSPC1.cn","PTCHD4.cn","PTCRA.cn","PTGES.cn","PTGS1.cn","PTH.cn","PTHLH.cn","PTPN5.cn","PXT1.cn","RAB44.cn","RASL11B.cn","RASL12.cn","RBMXL2.cn","RD3L.cn","RERE.cn","RIC3.cn","RIN2.cn","RNF157.cn","RPS10-NUDT3.cn","RSPH9.cn","RTL1.cn","SAPCD1.cn","SBF2-AS1.cn","SCT.cn","SEC14L4.cn","SEMA3A.cn","SERF2.cn","SERPINB2.cn","SERPINF2.cn","SIRT3.cn","SKAP1.cn","SLC13A5.cn","SLC16A13.cn","SLC22A7.cn","SLC25A47.cn","SLC26A8.cn","SMG6.cn","SNORA28.cn","SNORA45.cn","SNORA54.cn","SNORD113-1.cn","SNORD113-2.cn","SNORD113-4.cn","SNORD113-5.cn","SNORD113-6.cn","SNORD113-7.cn","SNORD113-9.cn","SNORD114-1.cn","SNORD114-10.cn","SNORD114-11.cn","SNORD114-12.cn","SNORD114-13.cn","SNORD114-14.cn","SNORD114-15.cn","SNORD114-16.cn","SNORD114-17.cn","SNORD114-18.cn","SNORD114-19.cn","SNORD114-2.cn","SNORD114-20.cn","SNORD114-21.cn","SNORD114-22.cn","SNORD114-23.cn","SNORD114-24.cn","SNORD114-25.cn","SNORD114-26.cn","SNORD114-27.cn","SNORD114-28.cn","SNORD114-29.cn","SNORD114-3.cn","SNORD114-30.cn","SNORD114-31.cn","SNORD114-4.cn","SNORD114-5.cn","SNORD114-6.cn","SNORD114-7.cn","SNORD114-8.cn","SNORD114-9.cn","SNORD48.cn","SNORD52.cn","SNRPB2.cn","SOX6.cn","SP6.cn","SPATA4.cn","SPATS1.cn","SPTY2D1-AS1.cn","SRCIN1.cn","ST6GAL1.cn","STK32B.cn","STK33.cn","STOX2.cn","SUGT1.cn","SYT9.cn","SYTL5.cn","TAGLN3.cn","TBL2.cn","TCP11.cn","TCTE1.cn","TDRD6.cn","TDRD9.cn","TDRG1.cn","TESC.cn","TH.cn","TKTL2.cn","TMA16.cn","TMEM151B.cn","TMEM217.cn","TNFSF9.cn","TNNT3.cn","TNRC18.cn","TNXA.cn","TNXB.cn","TREM1.cn","TREM2.cn","TREML1.cn","TREML2.cn","TREML3P.cn","TREML4.cn","TREML5P.cn","TRIL.cn","TRIM6-TRIM34.cn","TRIML1.cn","TRIML2.cn","TRPC1.cn","TRPM5.cn","TRPV4.cn","TSPAN32.cn","TSPO2.cn","TTBK1.cn","TULP1.cn","TUSC3.cn","USP49.cn","VWA7.cn","WDR17.cn","WWC2-AS2.cn","ZEB1.cn","ZFP42.cn","ZNF214.cn","ACPP.rna","ADM.rna","AFAP1.rna","AGMO.rna","ANXA10.rna","ANXA5.rna","ARHGAP6.rna","ATP2B1.rna","B3GNT9.rna","BECN1.rna","BMP2.rna","BMX.rna","C11orf70.rna","C11orf91.rna","C16orf45.rna","C1orf122.rna","C1orf43.rna","C21orf7.rna","C2orf81.rna","C3orf70.rna","C5orf15.rna","C6orf132.rna","C6orf222.rna","CALCA.rna","CALR.rna","CAMLG.rna","CAP2.rna","CASP8.rna","CCDC102A.rna","CCDC74B.rna","CCT8.rna","CD70.rna","CDH19.rna","CDH2.rna","CDHR5.rna","CDIPT.rna","CEP19.rna","CHN1.rna","CLEC2D.rna","CLIC5.rna","COCH.rna","COL6A1.rna","COL8A2.rna","COL9A3.rna","CPNE2.rna","CREB5.rna","CRIP1.rna","CXXC5.rna","DENND5A.rna","DLC1.rna","DMRTA1.rna","DNM1.rna","DOCK4.rna","DOK1.rna","DPYD.rna","DPYSL3.rna","EDN3.rna","EFS.rna","EMILIN1.rna","EPHX2.rna","EPN2.rna","ERRFI1.rna","ESYT2.rna","ETV7.rna","FABP6.rna","FADS1.rna","FAM3C.rna","FKBP10.rna","FKBP9.rna","FLJ33630.rna","FOXD2.rna","FSD1.rna","FZD1.rna","FZD8.rna","GABRE.rna","GFRA3.rna","GPR115.rna","GUSBP4.rna","H2AFY2.rna","HEXB.rna","HIP1.rna","HMGN1.rna","HOXB2.rna","HS3ST3A1.rna","IGFBP3.rna","IL15.rna","IL27RA.rna","ITGA2.rna","ITGA5.rna","ITGB3.rna","ITIH5.rna","JPH1.rna","KALRN.rna","KCNF1.rna","KCTD11.rna","KCTD17.rna","KDELC2.rna","KIAA1377.rna","KIF16B.rna","KTN1-AS1.rna","LEPREL1.rna","LOC100133091.rna","LOC100287015.rna","LOC339803.rna","LOXL4.rna","LRRC17.rna","LY6G6C.rna","LYPD6B.rna","MAFG-AS1.rna","MAP4K4.rna","MEOX2.rna","MEP1A.rna","MGC72080.rna","MICALCL.rna","MLLT11.rna","MMADHC.rna","MMP11.rna","MSRA.rna","MTUS1.rna","MUC2.rna","MUC6.rna","MYBPC1.rna","NDRG1.rna","NDRG4.rna","NDUFA3.rna","NEFM.rna","NELL2.rna","NFE2L3.rna","NIPAL4.rna","NKD2.rna","NPTX1.rna","NRG4.rna","NUDT16P1.rna","P4HA1.rna","P4HA2.rna","PAFAH2.rna","PAM.rna","PCOLCE.rna","PCOLCE2.rna","PCYOX1L.rna","PDGFRL.rna","PDIA4.rna","PDLIM4.rna","PEPD.rna","PGC.rna","PLA2R1.rna","PLBD1.rna","PNRC2.rna","PREX1.rna","PRICKLE2.rna","PROCR.rna","PRTFDC1.rna","PSPC1.rna","PTGES.rna","PTGS1.rna","PTHLH.rna","RASL11B.rna","RASL12.rna","RERE.rna","RIN2.rna","RND3.rna","RNF157.rna","SAAL1.rna","SCT.rna","SEC14L4.rna","SEMA3A.rna","SERF2.rna","SERPINB2.rna","SERPINF2.rna","SKAP1.rna","SLC13A5.rna","SLC16A13.rna","SMG6.rna","SNRPB2.rna","SP6.rna","SPR.rna","SPRY4.rna","SRCIN1.rna","ST6GAL1.rna","STK32B.rna","SUGT1.rna","SUV420H1.rna","SYNPO.rna","SYTL5.rna","TAGLN3.rna","TBL2.rna","TESC.rna","TMEM37.rna","TNFSF9.rna","TNRC18.rna","TRAF6.rna","TRIL.rna","TRPC1.rna","TRPV4.rna","TUSC3.rna","VIT.rna","VWA7.rna","ZEB1.rna","ZG16.rna","ZNF385A.rna","DMRTA1.mut","TNRC18.mut"
"681",0.2,2.48,1.36,2.64,3.36,0.71,1.77,2.48,3.16,2.85,2.19,0.77,1.31,2.14,1.97,1.2,2.51,2.75,2.25,1.31,1.44,1.44,2.25,2,3.16,1.97,1.27,3.16,3.16,3.16,1.97,2.19,3.16,1.39,2.08,2.23,2.46,0.73,1.97,2,1.43,1.36,1.28,1.28,2.68,0.73,0.73,2.69,1.39,2.19,2.19,2.19,1.69,1.93,2.68,3.14,2.35,1.97,1.36,3.16,3.16,1.17,2.1,2.39,1.97,1.03,2.19,1.95,2.17,2.53,2.1,2.77,1.69,3.16,0.73,1.91,0.73,2.85,2.08,2.19,0.73,2.22,0.73,1.44,1.44,2.19,1.03,3.14,2.48,3.34,2.01,0.75,2.11,2.11,2.83,3.46,2.19,0.19,1.39,1.97,0.18,1.39,1.39,1.39,3.46,1.97,1.97,1.57,1.31,1.37,2.25,2.25,0.73,1.61,1.53,2.25,2.25,2.25,2.25,2.25,1.93,1.31,1.04,0.74,3.16,1.28,1.44,3.23,1.39,3.58,1.44,3.46,2.14,1.29,2.16,1.26,1.36,2.19,2.19,1.44,1.44,1.45,2.36,2.51,0.73,1.31,1.44,1.44,1.44,1.44,1.44,2.23,1.36,2.19,3.46,2.39,1.97,2.19,2.46,1.97,1.92,1.39,1.15,0.74,1.36,2.25,3.16,3.46,1.97,0.73,0.77,2.19,1.44,0.73,0.73,1.36,0.73,1.31,2.48,0.73,2,1.44,3.16,3.16,3.16,3.16,1.36,2.36,2.19,2.39,2.39,2.39,3.36,1.39,0.73,2.11,1.36,2.39,2.39,2.39,2.39,3.16,2.39,2.39,3.46,0.73,2.39,2.39,2.39,1.28,2.25,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.19,2.39,2.39,2.39,2.39,0.16,1.44,1.36,1.91,2.39,2.39,2.39,2.19,1.36,2.48,2.46,3.16,2.46,1.44,1.44,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.25,2.39,2.39,2.39,2.19,1.31,2.46,2.39,2.39,2.39,2.39,2.39,1.44,2.39,2.39,2.39,2.04,3.46,2.53,3.46,1.44,1.44,1.44,1.36,1.36,3.16,1.93,0.73,1.36,2.01,1.44,1.44,2.48,2.1,1.16,1.96,1.35,3.14,2.53,1.31,1.31,1.28,2.36,0.75,1.89,1.28,1.28,1.31,1.39,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.39,1.39,1.39,1.39,1.39,1.28,1.39,1.39,1.39,1.39,1.28,1.31,1.31,1.14,2.19,1.96,1.74,1.61,3.2,2.01,1.49,1.4,2.48,2.19,2.89,2.19,2.08,3.14,3.16,2.31,2.2,2.48,1.99,1.97,3.16,1.24,1.05,1.39,1.97,1.95,1.29,1.36,2.73,1.39,2.19,2.19,4.38,1.67,1.31,1.97,3.46,1.31,2.43,2.36,2.07,2.2,2.39,3.16,1.36,1.28,2.25,2.28,1.79,1.33,1.4,1.28,2.33,1.45,1.45,1.97,2.39,2.19,1.4,1.97,1.31,1.44,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,3.16,3.16,2.51,1.39,2.1,0.77,2.46,1.39,1.14,1.33,2.64,1.31,0.73,1.44,1.31,2.91,2.06,1.53,2.19,2.46,1.39,1.97,2.48,1.91,1.44,0.75,0.75,2.46,2.19,2,1.44,2.33,3.16,3.16,2.48,2.48,2.48,2.48,2.48,2.48,2.48,3.14,1.28,0.55,0.55,3.2,1.44,1.62,1.44,2.48,1.97,2.19,2.1,2.22,3.16,0.38,0.73,1.41,0.73,1.31,3.58,5.67,0.95,0,0,871.82,0,7.54,0.25,10.73,0.01,11.33,0.15,0.01,0.22,7.38,169.27,0.22,3.75,0.01,9.73,0,0.01,0,280.88,8.41,0.23,7.92,0.27,0.36,166.26,0.02,1.54,0,0,33.64,3.43,7.81,1.89,0.11,0,7.74,0.02,0.37,4.2,0.08,0,0.95,9,1.91,0,0.57,0.55,2.04,0.02,0.64,0,2.15,0.07,3.23,2.3,0.07,18.44,0.4,0.29,30.41,8.12,34.36,38.49,2,0.05,0.05,0.48,0.01,0,0,0,0.92,0,90.58,2.11,111.11,7.32,0,0.18,0.01,0.45,0.61,0.23,26.47,0.24,0.56,0.14,0,0.41,1.56,13.59,0.45,4.57,1.11,0,0.38,0.93,7.86,0.05,0,0,0,1.14,33.04,0,0,7.33,0.09,10.33,82.88,0.67,10.63,7.25,0,0,0,1.42,0.13,64.3,0.08,0,0.73,0.01,0,0,0.44,0,34.7,11.11,11.32,0,1.51,1.56,3.85,0,13.41,2.76,35.5,0,0.14,6.63,12.56,2.32,1.96,1.58,0,5.07,0.43,0.02,0.04,0.07,0.01,6.76,0,6.76,3.8,6.39,0,0,2.3,86.89,0,0.04,0.1,0,0,4.57,72.34,0.02,12.85,1.6,0.76,1.03,5.38,8.15,8.45,1.75,0.15,0,8.55,0,0.01,1.43,3.55,1.41,0,0.27,0.16,1.95,0.04,0.03,0,0,1.07,0,0
"682",0.2,2.48,1.36,2.64,3.36,0.71,1.77,2.48,3.16,2.85,2.19,0.77,1.31,2.14,1.97,1.2,2.51,2.75,2.25,1.31,1.44,1.44,2.25,2,3.16,1.97,1.27,3.16,3.16,3.16,1.97,2.19,3.16,1.39,2.08,2.23,2.46,0.73,1.97,2,1.43,1.36,1.28,1.28,2.68,0.73,0.73,2.69,1.39,2.19,2.19,2.19,1.69,1.93,2.68,3.14,2.35,1.97,1.36,3.16,3.16,1.17,2.1,2.39,1.97,1.03,2.19,1.95,2.17,2.53,2.1,2.77,1.69,3.16,0.73,1.91,0.73,2.85,2.08,2.19,0.73,2.22,0.73,1.44,1.44,2.19,1.03,3.14,2.48,3.34,2.01,0.75,2.11,2.11,2.83,3.46,2.19,0.19,1.39,1.97,0.18,1.39,1.39,1.39,3.46,1.97,1.97,1.57,1.31,1.37,2.25,2.25,0.73,1.61,1.53,2.25,2.25,2.25,2.25,2.25,1.93,1.31,1.04,0.74,3.16,1.28,1.44,3.23,1.39,3.58,1.44,3.46,2.14,1.29,2.16,1.26,1.36,2.19,2.19,1.44,1.44,1.45,2.36,2.51,0.73,1.31,1.44,1.44,1.44,1.44,1.44,2.23,1.36,2.19,3.46,2.39,1.97,2.19,2.46,1.97,1.92,1.39,1.15,0.74,1.36,2.25,3.16,3.46,1.97,0.73,0.77,2.19,1.44,0.73,0.73,1.36,0.73,1.31,2.48,0.73,2,1.44,3.16,3.16,3.16,3.16,1.36,2.36,2.19,2.39,2.39,2.39,3.36,1.39,0.73,2.11,1.36,2.39,2.39,2.39,2.39,3.16,2.39,2.39,3.46,0.73,2.39,2.39,2.39,1.28,2.25,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.19,2.39,2.39,2.39,2.39,0.16,1.44,1.36,1.91,2.39,2.39,2.39,2.19,1.36,2.48,2.46,3.16,2.46,1.44,1.44,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.25,2.39,2.39,2.39,2.19,1.31,2.46,2.39,2.39,2.39,2.39,2.39,1.44,2.39,2.39,2.39,2.04,3.46,2.53,3.46,1.44,1.44,1.44,1.36,1.36,3.16,1.93,0.73,1.36,2.01,1.44,1.44,2.48,2.1,1.16,1.96,1.35,3.14,2.53,1.31,1.31,1.28,2.36,0.75,1.89,1.28,1.28,1.31,1.39,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.39,1.39,1.39,1.39,1.39,1.28,1.39,1.39,1.39,1.39,1.28,1.31,1.31,1.14,2.19,1.96,1.74,1.61,3.2,2.01,1.49,1.4,2.48,2.19,2.89,2.19,2.08,3.14,3.16,2.31,2.2,2.48,1.99,1.97,3.16,1.24,1.05,1.39,1.97,1.95,1.29,1.36,2.73,1.39,2.19,2.19,4.38,1.67,1.31,1.97,3.46,1.31,2.43,2.36,2.07,2.2,2.39,3.16,1.36,1.28,2.25,2.28,1.79,1.33,1.4,1.28,2.33,1.45,1.45,1.97,2.39,2.19,1.4,1.97,1.31,1.44,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,3.16,3.16,2.51,1.39,2.1,0.77,2.46,1.39,1.14,1.33,2.64,1.31,0.73,1.44,1.31,2.91,2.06,1.53,2.19,2.46,1.39,1.97,2.48,1.91,1.44,0.75,0.75,2.46,2.19,2,1.44,2.33,3.16,3.16,2.48,2.48,2.48,2.48,2.48,2.48,2.48,3.14,1.28,0.55,0.55,3.2,1.44,1.62,1.44,2.48,1.97,2.19,2.1,2.22,3.16,0.38,0.73,1.41,0.73,1.31,3.58,5.67,0.95,0,0,871.82,0,7.54,0.25,10.73,0.01,11.33,0.15,0.01,0.22,7.38,169.27,0.22,3.75,0.01,9.73,0,0.01,0,280.88,8.41,0.23,7.92,0.27,0.36,166.26,0.02,1.54,0,0,33.64,3.43,7.81,1.89,0.11,0,7.74,0.02,0.37,4.2,0.08,0,0.95,9,1.91,0,0.57,0.55,2.04,0.02,0.64,0,2.15,0.07,3.23,2.3,0.07,18.44,0.4,0.29,30.41,8.12,34.36,38.49,2,0.05,0.05,0.48,0.01,0,0,0,0.92,0,90.58,2.11,111.11,7.32,0,0.18,0.01,0.45,0.61,0.23,26.47,0.24,0.56,0.14,0,0.41,1.56,13.59,0.45,4.57,1.11,0,0.38,0.93,7.86,0.05,0,0,0,1.14,33.04,0,0,7.33,0.09,10.33,82.88,0.67,10.63,7.25,0,0,0,1.42,0.13,64.3,0.08,0,0.73,0.01,0,0,0.44,0,34.7,11.11,11.32,0,1.51,1.56,3.85,0,13.41,2.76,35.5,0,0.14,6.63,12.56,2.32,1.96,1.58,0,5.07,0.43,0.02,0.04,0.07,0.01,6.76,0,6.76,3.8,6.39,0,0,2.3,86.89,0,0.04,0.1,0,0,4.57,72.34,0.02,12.85,1.6,0.76,1.03,5.38,8.15,8.45,1.75,0.15,0,8.55,0,0.01,1.43,3.55,1.41,0,0.27,0.16,1.95,0.04,0.03,0,0,1.07,0,0
